timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-02-01,34.15000000,35.29000000,31.96000000,34.98000000,35160.92200000,1675295999999,1183764.95509000,1176,17742.01500000,598159.24449000,0
2023-02-02,34.98000000,36.92000000,34.01000000,34.39000000,38227.35300000,1675382399999,1351546.85339000,1527,20681.26400000,734724.04175000,0
2023-02-03,34.49000000,35.81000000,34.03000000,35.66000000,24234.18500000,1675468799999,847547.05546000,905,14951.17500000,523127.63182000,0
2023-02-04,35.65000000,35.98000000,34.94000000,35.10000000,16750.43900000,1675555199999,595298.37351000,728,11322.13300000,403045.50658000,0
2023-02-05,35.10000000,35.38000000,33.50000000,33.93000000,35352.60300000,1675641599999,1228677.79679000,1204,11645.84000000,406159.77023000,0
2023-02-06,34.05000000,34.35000000,32.67000000,32.98000000,21037.94000000,1675727999999,707767.83051000,853,5733.29000000,192236.44575000,0
2023-02-07,32.82000000,34.38000000,32.64000000,34.29000000,24832.18500000,1675814399999,830320.25336000,789,12228.88100000,410198.18650000,0
2023-02-08,34.38000000,34.70000000,32.94000000,33.52000000,17118.88100000,1675900799999,579445.52609000,629,7814.10700000,265619.95008000,0
2023-02-09,33.51000000,34.40000000,28.93000000,29.53000000,25949.47100000,1675987199999,818007.07891000,1164,11558.50200000,366316.82825000,0
2023-02-10,29.61000000,30.48000000,28.56000000,29.17000000,23997.88100000,1676073599999,714634.60897000,752,13038.15100000,390221.22400000,0
2023-02-11,29.17000000,30.28000000,29.17000000,30.18000000,14019.09500000,1676159999999,413479.60473000,468,7367.58500000,217377.97918000,0
2023-02-12,30.18000000,32.67000000,29.93000000,31.07000000,26667.55600000,1676246399999,829530.57727000,964,10796.17000000,336341.27331000,0
2023-02-13,31.01000000,31.14000000,28.40000000,29.79000000,16825.69000000,1676332799999,499668.01610000,649,8888.85100000,263443.47660000,0
2023-02-14,29.87000000,32.00000000,29.68000000,31.25000000,27198.51200000,1676419199999,838557.64065000,870,16172.68700000,500966.90144000,0
2023-02-15,31.25000000,34.65000000,30.88000000,34.47000000,45744.29900000,1676505599999,1520177.46094000,1338,27305.59300000,911560.60407000,0
2023-02-16,34.53000000,34.90000000,32.31000000,32.44000000,39208.96700000,1676591999999,1336078.22264000,1168,16284.02400000,556472.13041000,0
2023-02-17,32.31000000,34.20000000,32.04000000,33.64000000,32398.79100000,1676678399999,1078437.30888000,879,18467.44900000,616011.08945000,0
2023-02-18,33.66000000,34.88000000,33.40000000,34.20000000,17913.59500000,1676764799999,610213.09600000,730,9650.58700000,329132.45998000,0
2023-02-19,34.20000000,37.34000000,33.85000000,36.23000000,39719.68100000,1676851199999,1407132.10894000,1264,18807.10500000,668881.49986000,0
2023-02-20,36.30000000,39.28000000,35.15000000,37.98000000,54116.91600000,1676937599999,2020057.40214000,1738,30387.27300000,1131189.82965000,0
2023-02-21,38.10000000,38.41000000,35.80000000,36.28000000,37427.83800000,1677023999999,1387668.97104000,1206,13848.49200000,515547.34461000,0
2023-02-22,36.42000000,36.73000000,34.10000000,35.42000000,27051.59000000,1677110399999,942711.61396000,1068,12556.30700000,438168.65382000,0
2023-02-23,35.42000000,36.30000000,34.57000000,35.17000000,24903.55000000,1677196799999,881654.50053000,789,9700.58400000,344213.21427000,0
2023-02-24,35.18000000,35.50000000,33.37000000,34.35000000,11984.39600000,1677283199999,412547.00613000,536,4671.37300000,161441.69722000,0
2023-02-25,34.42000000,34.61000000,31.89000000,33.42000000,7779.62000000,1677369599999,259771.06514000,516,2715.76500000,91169.80069000,0
2023-02-26,33.29000000,34.87000000,33.10000000,34.51000000,25783.18600000,1677455999999,877214.61351000,652,12459.39200000,424646.60418000,0
2023-02-27,34.36000000,34.70000000,33.18000000,33.66000000,15295.08000000,1677542399999,518378.39414000,533,5769.73200000,195879.09725000,0
2023-02-28,33.59000000,33.60000000,32.36000000,32.50000000,16586.37900000,1677628799999,551515.17093000,543,7462.85000000,248536.53117000,0
