Year,Asset,Country,VolumeUSD
2021,btc,NGN,684544.468119726
2021,btc,NGN,536647.4953831783
2021,btc,NGN,295832.92857107933
2021,btc,NGN,419185.9870036054
2021,btc,NGN,908786.4087419694
2021,btc,NGN,278672.44664899085
2021,btc,NGN,450893.17028028134
2021,btc,NGN,874197.2243040762
2021,btc,NGN,857419.2631908535
2021,btc,NGN,577996.477291209
2021,btc,NGN,745128.7556331725
2021,btc,NGN,443863.04488331615
2021,btc,NGN,994886.9445870789
2021,btc,NGN,1263011.007473307
2021,btc,NGN,1285929.8790078543
2021,btc,NGN,416006.5277551223
2021,btc,NGN,549937.4187354504
2021,btc,NGN,845139.190503745
2021,btc,NGN,393981.0443801823
2021,btc,NGN,760329.8113116538
2021,btc,NGN,1159344.493763435
2021,btc,NGN,609707.6589218673
2021,btc,NGN,853665.4707939003
2021,btc,NGN,717930.1566489247
2021,btc,NGN,557769.9026524086
2021,btc,NGN,336541.07306994253
2021,btc,NGN,290180.446218355
2021,btc,NGN,410697.0068037339
2021,btc,NGN,414274.73002324026
2021,btc,NGN,417257.19089768414
2021,btc,NGN,466180.64818739437
2021,btc,NGN,332036.3652418541
2021,btc,NGN,124921.44954775828
2021,btc,NGN,183191.95996360068
2021,btc,NGN,147708.78336126887
2021,btc,NGN,138110.4360995405
2021,btc,NGN,249502.99605803296
2021,btc,NGN,204397.23770529058
2021,btc,NGN,250347.39882260736
2021,btc,NGN,120646.55689076359
2021,btc,NGN,383638.15312496806
2021,btc,NGN,303481.2856174927
2021,btc,NGN,299055.6289292072
2021,btc,NGN,299640.8428373734
2021,btc,NGN,196203.02651907105
2021,btc,NGN,256813.9157024083
2021,btc,NGN,247155.58261521757
2021,btc,NGN,289430.20611733606
2021,btc,NGN,154954.4716251036
2021,btc,NGN,182975.5697981466
2021,btc,NGN,172380.79722923142
2021,btc,NGN,100472.94515168556
2021,btc,NGN,149254.91642316745
2021,btc,NGN,151817.89919982947
2021,btc,NGN,136974.1582005877
2021,btc,NGN,123942.55746320059
2021,btc,NGN,129985.7547904337
2021,btc,NGN,101248.3559065385
2021,btc,NGN,201482.9697005861
2021,btc,NGN,366477.502928082
2021,btc,NGN,300106.2776592541
2021,btc,NGN,150552.61361643946
2021,eth,NGN,1662242.056314001
2021,eth,NGN,5205827.833603391
2021,eth,NGN,3648428.8514136137
2021,eth,NGN,4674243.433700531
2021,eth,NGN,3606514.4459705516
2021,eth,NGN,1344770.6800807107
2021,eth,NGN,1016840.2711990969
2021,eth,NGN,1409915.8391576984
2021,eth,NGN,583934.8496664113
2021,eth,NGN,347130.1488578092
2021,eth,NGN,834020.2556472311
2021,eth,NGN,1851393.2465622202
2021,eth,NGN,3097984.900261999
2021,eth,NGN,2820878.9765794147
2021,eth,NGN,3306910.638288875
2021,eth,NGN,3556181.516622308
2021,eth,NGN,2801489.7693772833
2021,eth,NGN,2077727.996183157
2021,eth,NGN,2625093.502809214
2021,eth,NGN,3274483.497993172
2021,eth,NGN,1616518.529178468
2021,eth,NGN,1473038.1759207791
2021,eth,NGN,2458418.4575618687
2021,eth,NGN,2165336.467536655
2021,eth,NGN,1917681.6392849653
2021,eth,NGN,1399910.0731748354
2021,eth,NGN,1437035.628384974
2021,eth,NGN,4536879.910367433
2021,eth,NGN,2851328.085362513
2021,eth,NGN,2818729.191039044
2021,eth,NGN,1918532.4445236465
2021,eth,NGN,1127532.36700468
2021,eth,NGN,2702288.0082198274
2021,eth,NGN,3892374.5519687575
2021,eth,NGN,2359916.378845254
2021,eth,NGN,2106481.690711433
2021,eth,NGN,2357565.0408114325
2021,eth,NGN,5204690.993850453
2021,eth,NGN,2278744.7850285163
2021,eth,NGN,1558852.495914053
2021,usdt,ZAR,347574.32430401415
2021,usdt,ZAR,36935.56917033036
2021,usdt,ZAR,346318.2363900835
2021,usdt,ZAR,495259.3494585506
2021,usdt,ZAR,216789.19056369062
2022,btc,NGN,113046.33749942725
2022,btc,NGN,76200.20946745822
2022,btc,NGN,102582.65012824695
2022,btc,NGN,149144.33614936695
2022,btc,NGN,160059.3634459475
2022,btc,NGN,72462.83210858225
2022,btc,NGN,115547.51485797357
2022,btc,NGN,94306.22984205413
2022,btc,NGN,43846.78668945106
2022,btc,NGN,275305.6608034788
2022,btc,NGN,77663.59090443225
2022,btc,NGN,47616.385901270296
2022,btc,NGN,66329.96016259209
2022,btc,NGN,56014.47673852553
2022,btc,NGN,57174.96027435618
2022,btc,NGN,73820.90847381619
2022,btc,NGN,38867.29355842767
2022,btc,NGN,51775.86218313732
2022,btc,NGN,44961.499499734564
2022,btc,NGN,58707.97705410664
2022,btc,NGN,403625.13237981073
2022,btc,NGN,768033.2458701953
2022,btc,NGN,326293.2800528791
2022,btc,NGN,207692.37386221616
2022,btc,NGN,115611.71060807229
2022,btc,NGN,244866.3237667512
2022,btc,NGN,162958.35002133631
2022,btc,NGN,266963.43311095354
2022,btc,NGN,87696.00525498549
2022,btc,NGN,52807.329421276685
2022,btc,NGN,250290.07126153645
2022,btc,NGN,10792.978476131137
2022,btc,NGN,180690.84535658953
2022,btc,NGN,55390.66748997748
2022,btc,NGN,103781.37783538671
2022,btc,NGN,168066.81556850806
2022,btc,NGN,129484.3673937782
2022,btc,NGN,77371.98743907132
2022,btc,NGN,113578.08662512097
2022,btc,NGN,96177.04630767774
2022,btc,NGN,190721.32622146208
2022,btc,NGN,73994.0954160965
2022,btc,NGN,61494.329946201055
2022,btc,NGN,56297.2367457076
2022,btc,NGN,90189.47265963188
2022,btc,NGN,72802.38755325158
2022,btc,NGN,86179.22182881887
2022,btc,NGN,110342.21894523162
2022,btc,NGN,58182.963312546206
2022,btc,NGN,50556.48127851325
2022,btc,NGN,40387.716154100555
2022,btc,NGN,46222.83581694784
2022,btc,NGN,73814.13358115876
2022,btc,NGN,39863.913922565844
2022,btc,NGN,56198.037098807195
2022,btc,NGN,53632.733578040396
2022,btc,NGN,84694.85300798216
2022,btc,NGN,31419.49318508017
2022,btc,NGN,46032.51251295978
2022,btc,NGN,52276.11150830812
2022,btc,NGN,42942.791330346634
2022,btc,NGN,72848.8475268301
2022,btc,NGN,48657.251637149355
2022,btc,NGN,182775.0928305592
2022,btc,NGN,90390.864300763
2022,btc,NGN,114607.83034500202
2022,btc,NGN,123581.91388212096
2022,btc,NGN,185659.5841945602
2022,btc,NGN,57538.565910894344
2022,btc,NGN,118923.7749816513
2022,btc,NGN,111485.25577820024
2022,btc,NGN,143461.24620395195
2022,btc,NGN,156568.5119841109
2022,btc,NGN,144913.29271582395
2022,btc,NGN,72576.30627502299
2022,btc,NGN,63146.973404001525
2022,btc,NGN,71654.93407887734
2022,btc,NGN,80909.29605867159
2022,btc,NGN,143404.35964013718
2022,btc,NGN,60789.14531710372
2022,btc,NGN,61146.723797225015
2022,btc,NGN,49276.24169233697
2022,btc,NGN,54916.015214221006
2022,btc,NGN,117270.2306451053
2022,btc,NGN,210801.15009162045
2022,btc,NGN,89249.21354917716
2022,btc,NGN,202652.56462820937
2022,btc,NGN,199454.88138715978
2022,btc,NGN,66721.91472071486
2022,btc,NGN,133639.15666915622
2022,btc,NGN,153684.89804395995
2022,usdt,NGN,357455.1131852948
2022,usdt,NGN,302001.9341927553
2022,usdt,NGN,181515.31320923736
2022,usdt,NGN,139306.08973134044
2022,usdt,NGN,319103.75387221226
2022,usdt,NGN,255073.36161979832
2022,usdt,NGN,325298.8295060397
2022,usdt,NGN,332822.2893626229
2022,usdt,NGN,374133.4435584618
2022,usdt,NGN,216686.15214953703
2022,usdt,NGN,132094.94129122794
2022,usdt,NGN,303034.15919928416
2022,usdt,NGN,329223.70683025307
2022,usdt,NGN,235547.9260167862
2022,usdt,NGN,220439.96932959888
2022,usdt,NGN,209197.09436138315
2022,usdt,NGN,159298.31224498127
2022,usdt,NGN,135039.34649970056
2022,usdt,NGN,172433.2620942079
2022,usdt,NGN,262139.25050132515
2022,usdt,NGN,204604.1472290992
2022,usdt,NGN,214689.80130059872
2022,usdt,NGN,386839.8978238425
2022,usdt,NGN,445277.7084695287
2022,usdt,NGN,129304.28934509793
2022,usdt,NGN,247879.84244764168
2022,usdt,NGN,314722.1443494439
2022,usdt,NGN,206093.94719407876
2022,usdt,NGN,248271.00042069954
2022,usdt,NGN,215988.66901595783
2022,usdt,NGN,160576.9719977558
2022,usdt,NGN,40360.624464681634
2022,usdt,NGN,49323.764821669756
2022,usdt,NGN,51108.96293770409
2022,usdt,NGN,97383.46016085472
2022,usdt,NGN,72659.90241292336
2022,usdt,NGN,37311.78150633232
2022,usdt,NGN,46987.15500379353
2022,usdt,NGN,141301.5291847452
2022,usdt,NGN,128730.77905346079
2022,usdt,NGN,88186.12461933991
2022,usdt,NGN,126893.95432468361
2022,usdt,NGN,299843.8817718166
2022,usdt,NGN,176660.33750170819
2022,usdt,NGN,214978.1875392433
2022,usdt,NGN,532824.549334976
2022,usdt,NGN,767041.6017855444
2022,usdt,NGN,1084552.460286655
2022,usdt,NGN,759802.8227443246
2022,usdt,NGN,514738.90234217193
2022,usdt,NGN,532562.0400115527
2022,usdt,NGN,383597.9765595706
2022,usdt,NGN,225127.15607350334
2022,usdt,NGN,327644.9186367038
2022,usdt,NGN,387934.83689655503
2022,usdt,NGN,335851.37185664364
2022,usdt,NGN,279798.534281409
2022,usdt,NGN,214546.49937482586
2022,usdt,NGN,269351.15755808406
2022,usdt,NGN,205022.0757307949
2022,usdt,NGN,301468.9064639127
2022,usdt,NGN,243825.31015820548
2022,usdt,NGN,170857.20792677056
2022,usdt,NGN,218673.80062225368
2022,usdt,NGN,159979.6508361505
2022,usdt,NGN,161108.74053127726
2022,usdt,NGN,370457.93841017253
2022,usdt,NGN,553366.3266425895
2022,btc,GBP,16945161.38923655
2022,btc,GBP,24215998.14883734
2022,btc,GBP,16197704.793579632
2022,btc,GBP,25670970.066552352
2022,btc,GBP,7585523.138328942
2022,btc,GBP,8059295.455097298
2022,btc,GBP,15962807.177578505
2022,btc,GBP,44738287.99964585
2022,btc,GBP,33733367.34708539
2022,btc,GBP,32830434.980074685
2022,btc,GBP,25166602.19589756
2022,btc,GBP,13624803.251161542
2022,btc,GBP,11675017.328691129
2022,btc,GBP,18893606.67874993
2022,btc,GBP,12079042.471624665
2022,btc,GBP,13195824.61673345
2022,btc,GBP,10847082.223999714
2022,btc,GBP,11093523.564926108
2022,btc,GBP,2900478.0764340847
2022,btc,GBP,4889548.350516224
2022,btc,GBP,15057873.34762305
2022,btc,GBP,20795722.481612235
2022,btc,GBP,12487538.363373443
2022,btc,GBP,7696198.394152886
2022,btc,GBP,6681995.869536961
2022,btc,GBP,3599529.373821049
2022,btc,GBP,4060385.8242177423
2022,btc,GBP,17103916.717226945
2022,btc,GBP,21143793.562034424
2022,btc,GBP,21453598.461601727
2022,btc,GBP,10751052.918802232
2022,btc,GBP,8468388.915711371
2022,btc,GBP,18961818.206645526
2022,btc,GBP,7118724.228648034
2022,btc,GBP,5792870.116466235
2022,btc,GBP,9657573.676773453
2022,btc,GBP,12321001.2428223
2022,btc,GBP,10108186.697383564
2022,btc,GBP,10269806.768741054
2022,btc,GBP,14344224.271072634
2022,btc,GBP,5708257.8278344795
2022,btc,GBP,6892612.181496632
2022,btc,GBP,11445223.227421423
2022,btc,GBP,10839405.672574598
2022,btc,GBP,10317849.213972112
2022,btc,GBP,15341086.623903384
2022,btc,GBP,10058182.169251591
2022,btc,GBP,4159153.64759397
2022,btc,GBP,6426688.45355091
2022,btc,GBP,15662076.112135926
2022,btc,GBP,15351586.921850706
2022,btc,GBP,13780933.903464688
2022,btc,GBP,25750155.7037692
2022,btc,GBP,19121656.15134019
2022,btc,GBP,8205263.536045681
2022,btc,GBP,6787884.629139746
2022,btc,GBP,17794975.44180967
2022,btc,GBP,23086166.77151124
2022,btc,GBP,27741598.46861856
2022,btc,GBP,21902133.886480313
2022,btc,GBP,25369860.274096854
2022,btc,GBP,39571709.9249195
2022,btc,GBP,7761676.043627906
2022,btc,GBP,12390210.823290642
2022,btc,GBP,16925222.40336981
2022,btc,GBP,11961835.326620549
2022,btc,GBP,13545630.860591374
2022,btc,GBP,11475967.850894628
2022,btc,GBP,3789562.57109405
2022,btc,GBP,4162904.795135664
2022,btc,GBP,6045711.248335715
2022,btc,GBP,11234546.073445678
2022,btc,GBP,10776501.352827944
2022,btc,GBP,9592741.331778867
2022,btc,GBP,9480950.136770919
2022,btc,GBP,2736986.3370769136
2022,btc,GBP,6767207.513368004
2022,btc,GBP,6409878.742676821
2022,btc,GBP,17944824.85785608
2022,btc,GBP,22352016.902028583
2022,btc,GBP,16738057.506808396
2022,btc,GBP,18205764.059522074
2022,btc,GBP,14226272.883167852
2022,btc,GBP,2414512.1164877396
2022,btc,GBP,2615423.6636039326
2022,btc,GBP,5026479.221766659
2022,btc,GBP,6936985.2687531365
2022,btc,GBP,6979834.713100931
2022,btc,GBP,16187190.830943694
2022,btc,GBP,12662829.858748948
2022,btc,GBP,2366042.6708381935
2022,btc,GBP,4291252.233201936
2022,btc,GBP,9682760.313244326
2022,btc,GBP,14642812.56933207
2022,btc,GBP,9443856.801197147
2022,btc,GBP,13778299.160832334
2022,btc,GBP,13531407.851508198
2022,btc,GBP,1823498.4932456156
2022,btc,GBP,5884043.406194572
2022,btc,GBP,15450153.571170185
2022,btc,GBP,26150938.360102437
2022,btc,GBP,31985617.536950875
2022,btc,GBP,31505173.577153835
2022,btc,GBP,26977499.969427828
2022,btc,GBP,19404833.49007973
2022,btc,GBP,11298075.501304792
2022,btc,GBP,27081342.3234023
2022,btc,GBP,11219214.054263389
2022,btc,GBP,9162029.735044854
2022,btc,GBP,3085450.4919914925
2022,btc,GBP,4979719.5002633035
2022,btc,GBP,8376147.488606522
2022,btc,GBP,20131401.088681396
2022,btc,GBP,13496824.855556898
2022,btc,GBP,11436023.186255828
2022,btc,GBP,21346463.72890644
2022,btc,GBP,14463674.128759671
2022,btc,GBP,9542241.259381767
2022,btc,GBP,18458825.446689833
2022,btc,GBP,22089187.257294305
2022,btc,GBP,18817409.718878504
2022,btc,GBP,14902731.71002839
2022,btc,GBP,13799911.570064347
2022,btc,GBP,8803503.855088687
2022,btc,GBP,9139035.215053288
2022,btc,GBP,22955382.965474516
2022,btc,GBP,17833960.382729545
2022,btc,GBP,17289018.48182199
2022,btc,GBP,15440996.102495555
2022,btc,GBP,13783178.417812511
2022,btc,GBP,8417382.62936746
2022,btc,GBP,6628982.323543606
2022,btc,GBP,27743086.194487043
2022,btc,GBP,25432474.794516787
2022,btc,GBP,27006977.30405905
2022,btc,GBP,26227168.96927689
2022,btc,GBP,26254973.02400321
2022,usdt,GBP,4269908.80861373
2022,usdt,GBP,4436369.929862242
2022,usdt,GBP,8948191.02275547
2022,usdt,GBP,6642740.593379365
2022,usdt,GBP,5985567.795962743
2022,usdt,GBP,6517742.175493286
2022,usdt,GBP,5465922.043623741
2022,usdt,GBP,2546516.4471426643
2022,usdt,GBP,3219664.2087248
2022,usdt,GBP,4978702.160195739
2022,usdt,GBP,6235427.775045336
2022,usdt,GBP,7115939.985820284
2022,usdt,GBP,10421516.531584557
2022,usdt,GBP,9253586.84067176
2022,usdt,GBP,3240314.02867339
2022,usdt,GBP,3295743.2481446126
2022,usdt,GBP,7161933.443379181
2022,usdt,GBP,5650543.914418956
2022,usdt,GBP,4816765.986095953
2022,usdt,GBP,5194733.221038809
2022,usdt,GBP,5494745.70911776
2022,usdt,GBP,1923062.835994702
2022,usdt,GBP,4282991.8898605695
2022,usdt,GBP,4999985.735808122
2022,usdt,GBP,7955169.023882141
2022,usdt,GBP,6220918.94145873
2022,usdt,GBP,5921792.49664287
2022,usdt,GBP,5483938.744532563
2022,usdt,GBP,5399154.1920226235
2022,usdt,GBP,4903991.95861406
2022,usdt,GBP,6402103.838635507
2022,usdt,GBP,6393420.150866754
2022,usdt,GBP,7411712.127189687
2022,usdt,GBP,6276592.638384389
2022,usdt,GBP,8207125.787106616
2022,usdt,GBP,4315910.585163435
2022,usdt,GBP,4850542.1247967305
2022,usdt,GBP,7077241.608170258
2022,usdt,GBP,18322011.60765698
2022,usdt,GBP,22533923.65960656
2022,usdt,GBP,18343958.531514745
2022,usdt,GBP,11514211.27741725
2022,usdt,GBP,4641664.328317263
2022,usdt,GBP,5215940.046026841
2022,usdt,GBP,7878590.808148496
2022,usdt,GBP,5842459.449121101
2022,usdt,GBP,5211514.994253826
2022,usdt,GBP,4605371.210454583
2022,usdt,GBP,4154540.171260286
2022,usdt,GBP,2144527.7991344943
2022,usdt,GBP,3158336.2152142264
2022,usdt,GBP,5723458.033571743
2022,usdt,GBP,6282461.1790646445
2022,usdt,GBP,5013094.524843579
2022,usdt,GBP,3680742.2307297625
2022,usdt,GBP,3915141.973524075
2022,usdt,GBP,2595035.0043285843
2022,usdt,GBP,2381074.975533301
2022,usdt,GBP,5097291.564474407
2022,usdt,GBP,4204138.436702974
2022,usdt,GBP,5528187.061506506
2022,usdt,GBP,7970168.770296115
2022,usdt,GBP,5872336.886798472
2022,usdt,GBP,9379763.80783062
2022,usdt,GBP,3160000.683556061
2022,usdt,GBP,2945684.455168397
2022,usdt,GBP,4451509.672038995
2022,usdt,GBP,6002576.5860786885
2022,usdt,GBP,5281054.505207909
2022,usdt,GBP,7156041.321203352
2022,usdt,GBP,8812189.285306035
2022,usdt,GBP,4073501.7823583414
2022,usdt,GBP,2548894.4979471816
2022,usdt,GBP,4749396.023312847
2022,usdt,GBP,8059222.044602144
2022,usdt,GBP,5969119.2526343595
2022,usdt,GBP,5462645.583427565
2022,usdt,GBP,4382447.737547762
2022,usdt,GBP,2744626.971179248
2022,usdt,GBP,3008118.609936658
2022,usdt,GBP,5606688.514808217
2022,usdt,GBP,5654522.289395907
2022,usdt,GBP,7940202.064949086
2022,usdt,GBP,5388513.901086858
2022,usdt,GBP,8134029.978497916
2022,usdt,GBP,2148153.0623487122
2022,usdt,GBP,1992898.2136199442
2022,usdt,GBP,4378566.966366849
2022,usdt,GBP,7381334.885967937
2022,usdt,GBP,5071955.319514847
2022,usdt,GBP,3756328.037933853
2022,usdt,GBP,4974124.235543121
2022,usdt,GBP,4168599.8964610775
2022,usdt,GBP,1915491.3763637342
2022,usdt,GBP,4058539.517257691
2022,usdt,GBP,4877204.606543816
2022,usdt,GBP,4142343.761604551
2022,usdt,GBP,3778855.1933486955
2022,usdt,GBP,3833773.437133591
2022,usdt,GBP,1981414.5318175792
2022,usdt,GBP,1711354.7265747902
2022,usdt,GBP,1919708.5805394344
2022,usdt,GBP,3059836.9925983516
2022,usdt,GBP,3768830.074842159
2022,usdt,GBP,3279331.957882873
2022,usdt,GBP,4337129.103087067
2022,usdt,GBP,2148501.746663576
2022,usdt,GBP,7448250.258879946
2022,usdt,GBP,5658901.968344461
2022,usdt,GBP,2420072.1534989458
2022,usdt,GBP,3057374.627428554
2022,usdt,GBP,6986637.575741027
2022,usdt,GBP,8757494.914362527
2022,usdt,GBP,7731074.614353138
2022,usdt,GBP,6981137.781384325
2022,usdt,GBP,8011962.128074212
2022,usdt,GBP,5716710.6218004795
2022,usdt,GBP,5128089.763896748
2022,usdt,GBP,6423343.766932703
2022,usdt,GBP,10744246.97323595
2022,usdt,GBP,7828703.690587168
2022,usdt,GBP,6227083.181696489
2022,usdt,GBP,6860352.7924890965
2022,usdt,GBP,2984928.433370045
2022,usdt,GBP,2862580.029487784
2022,usdt,GBP,6161427.347663739
2022,usdt,GBP,6498891.155948039
2022,usdt,GBP,7180804.108620291
2022,usdt,GBP,8106668.989671953
2022,usdt,GBP,10912695.227428535
2022,usdt,GBP,3729014.966205653
2022,usdt,GBP,3896679.658913864
2022,usdt,GBP,17614670.62170865
2022,usdt,GBP,8414402.194525782
2022,usdt,GBP,13378207.028252421
2022,usdt,GBP,9837398.870312916
2022,usdt,GBP,10317175.36724529
2022,eth,GBP,1443343.4349374129
2022,eth,GBP,1247481.8113611443
2022,eth,GBP,728990.0267950045
2022,eth,GBP,771850.1979128144
2022,eth,GBP,1372609.1605041574
2022,eth,GBP,1024908.349605364
2022,eth,GBP,1306131.8917731992
2022,eth,GBP,1181542.38085948
2022,eth,GBP,1236514.1151522978
2022,eth,GBP,439081.7300627557
2022,eth,GBP,544313.4311527231
2022,eth,GBP,1319241.3825947999
2022,eth,GBP,2436462.5077120108
2022,eth,GBP,2488734.56986198
2022,eth,GBP,1262594.5382121908
2022,eth,GBP,2552954.8755816133
2022,eth,GBP,737881.4062077459
2022,eth,GBP,591670.1066775955
2022,eth,GBP,845691.3573212661
2022,eth,GBP,1535576.0444342117
2022,eth,GBP,900237.7916454144
2022,eth,GBP,1360504.2182224693
2022,eth,GBP,1180002.619652085
2022,eth,GBP,476204.05786932487
2022,eth,GBP,819804.8384652511
2022,eth,GBP,484624.2070603633
2022,eth,GBP,1434842.791174922
2022,eth,GBP,1061800.765716969
2022,eth,GBP,1124385.0741998916
2022,eth,GBP,1149013.6202372299
2022,eth,GBP,674030.3482107903
2022,eth,GBP,2278324.845835645
2022,eth,GBP,4946180.794162196
2022,eth,GBP,4406457.108304467
2022,eth,GBP,5040467.024673523
2022,eth,GBP,1611276.9462826105
2022,eth,GBP,2062881.9318713266
2022,eth,GBP,3869734.2851642435
2022,eth,GBP,8524454.98862801
2022,eth,GBP,7069720.377546809
2022,eth,GBP,7606117.795166251
2022,eth,GBP,6059403.348688819
2022,eth,GBP,2866960.9332455182
2022,eth,GBP,3092422.4677933706
2022,eth,GBP,6099310.455023367
2022,eth,GBP,2637449.8796656854
2022,eth,GBP,2923517.9032857493
2022,eth,GBP,2902729.91079093
2022,eth,GBP,1638633.3868034922
2022,eth,GBP,454655.6362060937
2022,eth,GBP,1550819.645546051
2022,eth,GBP,2257136.0957571627
2022,eth,GBP,1657002.4163727234
2022,eth,GBP,2179330.9702314674
2022,eth,GBP,1392249.01511535
2022,eth,GBP,1149999.5013128007
2022,eth,GBP,903294.884727708
2022,eth,GBP,612731.3336285597
2022,eth,GBP,1985026.3223664316
2022,eth,GBP,1695420.6266767795
2022,eth,GBP,2274428.045991564
2022,eth,GBP,2146694.325987689
2022,eth,GBP,3075677.1252857577
2022,eth,GBP,5940148.82953553
2022,eth,GBP,7642071.688774426
2022,eth,GBP,8079303.678322938
2022,eth,GBP,11131054.2715444
2022,eth,GBP,5095981.684404152
2022,eth,GBP,1167672.811592707
2022,eth,GBP,1011998.8162095273
2022,eth,GBP,2069971.9425408964
2022,eth,GBP,2565068.2844849667
2022,eth,GBP,2260437.288828114
2022,eth,GBP,4461265.2840521885
2022,eth,GBP,3166579.851232378
2022,eth,GBP,6481759.315283792
2022,eth,GBP,8122079.928910344
2022,eth,GBP,1932767.276707256
2022,eth,GBP,2325447.840257961
2022,eth,GBP,1763373.7501939456
2022,eth,GBP,2259458.4670689027
2022,eth,GBP,1869839.1500454051
2022,eth,GBP,665637.9286361022
2022,eth,GBP,1674912.013812053
2022,eth,GBP,2018371.4991816988
2022,eth,GBP,5261017.50346074
2022,eth,GBP,5411496.410926982
2022,eth,GBP,3984706.909818723
2022,eth,GBP,3401369.9452976887
2022,eth,GBP,3224933.483069297
2022,eth,GBP,1986360.6289119397
2022,eth,GBP,4116538.271664982
2022,eth,GBP,7094686.011619853
2022,eth,GBP,6547075.514765493
2022,eth,GBP,3141970.2030431363
2022,eth,GBP,2390103.676030791
2022,eth,GBP,3733812.3154213387
2022,eth,GBP,6830062.009269031
2022,eth,GBP,5651654.5263354145
2022,eth,GBP,9459164.76189515
2022,eth,GBP,24532687.76023167
2022,eth,GBP,36855937.530364476
2022,eth,GBP,35491540.89275004
2022,eth,GBP,49609146.21255708
2022,eth,GBP,41560891.992048204
2022,eth,GBP,41875293.58075483
2022,eth,GBP,42186078.75351462
2022,eth,GBP,30465518.98238562
2022,eth,GBP,20054977.467193995
2022,eth,GBP,20922983.440970074
2022,eth,GBP,25368505.137893327
2022,eth,GBP,19009462.99433272
2022,eth,GBP,14582056.276019294
2022,eth,GBP,12862706.318832807
2022,eth,GBP,12879090.324621785
2022,eth,GBP,6394507.929587502
2022,eth,GBP,4993889.286141865
2022,eth,GBP,10673383.430166168
2022,eth,GBP,9998641.42129536
2022,eth,GBP,9162996.369082686
2022,eth,GBP,8090779.504528947
2022,eth,GBP,11868904.4225648
2022,eth,GBP,20241409.57331075
2022,eth,GBP,14019555.516746609
2022,eth,GBP,20532438.23273306
2022,eth,GBP,13569921.189060373
2022,eth,GBP,13385645.82571716
2022,eth,GBP,16269726.002273912
2022,eth,GBP,14778944.708183287
2022,eth,GBP,12314292.427498573
2022,eth,GBP,11708702.703691473
2022,eth,GBP,13292539.917607205
2022,eth,GBP,9472571.528193569
2022,eth,GBP,6350125.824799388
2022,eth,GBP,8154270.242517183
2022,eth,GBP,8613395.501296608
2022,eth,GBP,7618078.057952187
2022,btc,AUD,7706678.411269509
2022,btc,AUD,4489442.505414673
2022,btc,AUD,5509760.925691475
2022,btc,AUD,3457380.8865062976
2022,btc,AUD,7688450.840944865
2022,btc,AUD,7927523.99329063
2022,btc,AUD,11347614.0138836
