node,classification,pagerank,x_position,y_position,size
AXS,Crypto,0.0014993307497034915,21.0,7.0,12.531974471805235
NPXS,Crypto,0.0009086932266255435,22.0,7.0,10.0
HIVE,Crypto,0.0009273970751304577,0.0,8.0,10.0
FIDA,Crypto,0.001074720790271807,1.0,8.0,11.43573717964948
TUSD,Crypto,0.011580787125686977,2.0,8.0,22.2939319338626
BETH,Crypto,0.0007698820505137231,3.0,8.0,1.0
CVC,Crypto,0.0010812036735130804,4.0,8.0,11.4545824420939
ARDR,Crypto,0.0009237633316280204,5.0,8.0,10.0
BIDR,Crypto,0.004474727555263248,6.0,8.0,17.009007844418655
FDUSD,Crypto,0.019094985618909353,7.0,8.0,25.74060061741627
NGN,EMDE,0.0017803367137450116,8.0,8.0,13.141856121912497
RENDER,Crypto,0.0013180954487924527,9.0,8.0,12.094774918729819
POWR,Crypto,0.0010812036735130804,10.0,8.0,11.4545824420939
SHIB,Crypto,0.0023113107697481598,11.0,8.0,14.130822806595473
ERN,Crypto,0.0007695085284195178,12.0,8.0,1.0
CELO,Crypto,0.00077396399884204,13.0,8.0,1.0
WIN,Crypto,0.0014799309094064143,14.0,8.0,12.487006588698693
AUCTION,Crypto,0.000917598846417571,15.0,8.0,10.0
SPELL,Crypto,0.001074720790271807,16.0,8.0,11.43573717964948
CHZ,Crypto,0.0016260083827878014,17.0,8.0,12.816021485411543
YGG,Crypto,0.0012130837615577476,18.0,8.0,11.821854105329368
FXS,Crypto,0.00077396399884204,19.0,8.0,1.0
CVX,Crypto,0.00077396399884204,20.0,8.0,1.0
ADA,Crypto,0.0029005846565996777,21.0,8.0,15.056594010961437
BNB,Crypto,0.058665587992756375,22.0,8.0,35.64571003648414
OP,Crypto,0.0017833226924697993,0.0,9.0,13.14796183125356
SUI,Crypto,0.0014720757522021168,1.0,9.0,12.468681332831546
VIC,Crypto,0.0007638473720983296,2.0,9.0,1.0
DYDX,Crypto,0.0013721622362299604,3.0,9.0,12.229387711316713
XVS,Crypto,0.001074720790271807,4.0,9.0,11.43573717964948
BTT,Crypto,0.0019000930658910442,5.0,9.0,13.38131861989389
BANANA,Crypto,0.0010609152959622779,6.0,9.0,11.395338871745603
RNDR,Crypto,0.0014755357906775124,7.0,9.0,12.4767616528731
ALICE,Crypto,0.001215591842937146,8.0,9.0,11.82856159091486
AVAX,Crypto,0.0023303995932920122,9.0,9.0,14.163262943881154
FARM,Crypto,0.0010812036735130804,10.0,9.0,11.4545824420939
WIF,Crypto,0.0013180954487924527,11.0,9.0,12.094774918729819
GBP,AES,0.00398242609141709,12.0,9.0,16.458905961012206
FIO,Crypto,0.0009273970751304577,13.0,9.0,10.0
SNX,Crypto,0.00122852738865443,14.0,9.0,11.86300278385729
WRX,Crypto,0.0010634769342953362,15.0,9.0,11.402862552085574
AERGO,Crypto,0.00077396399884204,16.0,9.0,1.0
BLUR,Crypto,0.001045845190959801,17.0,9.0,11.350817682123107
KEY,Crypto,0.0009277705972246628,18.0,9.0,10.0
UFT,Crypto,0.0007698820505137231,19.0,9.0,1.0
LQTY,Crypto,0.000760158504532511,20.0,9.0,1.0
TFUEL,Crypto,0.0013385984877596789,21.0,9.0,12.146269435830998
MCO,Crypto,0.0009237633316280204,22.0,9.0,10.0
BADGER,Crypto,0.00077396399884204,0.0,10.0,1.0
CTXC,Crypto,0.0009273970751304577,1.0,10.0,10.0
COMP,Crypto,0.0012114384160608262,2.0,10.0,11.817448602104616
BAR,Crypto,0.0009212877139833896,3.0,10.0,10.0
ILV,Crypto,0.0009273970751304577,4.0,10.0,10.0
CRV,Crypto,0.00136689035994037,5.0,10.0,12.216427205272321
POLYX,Crypto,0.0009212877139833896,6.0,10.0,10.0
DOCK,Crypto,0.0009277705972246628,7.0,10.0,10.0
ANT,Crypto,0.0009273970751304577,8.0,10.0,10.0
TRIG,Crypto,0.0007663330406608137,9.0,10.0,1.0
LOKA,Crypto,0.0009273970751304577,10.0,10.0,10.0
AKRO,Crypto,0.00077396399884204,11.0,10.0,1.0
LEVER,Crypto,0.0007633991672724497,12.0,10.0,1.0
TROY,Crypto,0.0009273970751304577,13.0,10.0,10.0
ACE,Crypto,0.0010609152959622779,14.0,10.0,11.395338871745603
DAR,Crypto,0.0013646072478193086,15.0,10.0,12.210803488859906
XNO,Crypto,0.0009277705972246628,16.0,10.0,10.0
AE,Crypto,0.0007663330406608137,17.0,10.0,1.0
COS,Crypto,0.001074720790271807,18.0,10.0,11.43573717964948
JST,Crypto,0.0009273970751304577,19.0,10.0,10.0
TAO,Crypto,0.0009074822196738604,20.0,10.0,10.0
DASH,Crypto,0.0010812036735130804,21.0,10.0,11.4545824420939
NU,Crypto,0.0012003008223451458,22.0,10.0,11.787516401068556
LSK,Crypto,0.0010812036735130804,0.0,11.0,11.4545824420939
ETHFI,Crypto,0.0011992782672482184,1.0,11.0,11.784758562284225
EDU,Crypto,0.0011900779333406451,2.0,11.0,11.759870852871224
SKY,Crypto,0.0007663330406608137,3.0,11.0,1.0
FTT,Crypto,0.0010812036735130804,4.0,11.0,11.4545824420939
VEN,Crypto,0.0009237633316280204,5.0,11.0,10.0
BEL,Crypto,0.00122852738865443,6.0,11.0,11.86300278385729
RUB,EMDE,0.004066787789228266,7.0,11.0,16.556428283602152
BOME,Crypto,0.001045845190959801,8.0,11.0,11.350817682123107
KP3R,Crypto,0.0007695085284195178,9.0,11.0,1.0
WAN,Crypto,0.0009237633316280204,10.0,11.0,10.0
ENS,Crypto,0.0013567186091332781,11.0,11.0,12.191321508789654
USDC,Crypto,0.018231356216545237,12.0,11.0,25.39945528810926
ZAR,EMDE,0.0010812036735130804,13.0,11.0,11.4545824420939
BCN,Crypto,0.0007663330406608137,14.0,11.0,1.0
XRP,Crypto,0.00358840684112493,15.0,11.0,15.983212560413746
HOT,Crypto,0.0015007776464870813,16.0,11.0,12.535311949703697
NFP,Crypto,0.001197632921751297,17.0,11.0,11.780317595987832
ENA,Crypto,0.0013353581264130975,18.0,11.0,12.138167996024436
