source,target
ENJ,TRY
NEO,RUB
SAND,AUD
BIDR,SLP
BTC,ANY
BUSD,ANY
USDT,ANY
BTC,BICO
BUSD,BICO
USDT,BICO
FLUX,BTC
FLUX,BUSD
FLUX,USDT
TRY,ALICE
USDT,FXS
GALA,BRL
TRY,GALA
TRY,LUNA
BUSD,REQ
SAND,BRL
MANA,BIDR
BIDR,SAND
BTC,VOXEL
BNB,VOXEL
BUSD,VOXEL
USDT,VOXEL
COS,BUSD
BUSD,CTXC
TRY,FTM
MANA,BNB
TRY,MINA
TRY,XTZ
BTC,HIGH
BUSD,HIGH
USDT,HIGH
CVX,BTC
CVX,BUSD
CVX,USDT
PEOPLE,BTC
PEOPLE,BUSD
PEOPLE,USDT
OOKI,BUSD
OOKI,USDT
TRY,COCOS
GXS,BNB
LINK,BNB
LUNA,ETH
MDT,BUSD
NULS,BUSD
BTC,SPELL
USDT,SPELL
BUSD,SPELL
BTC,UST
BUSD,UST
USDT,UST
JOE,BTC
JOE,BUSD
JOE,USDT
ETH,ATOM
BUSD,DUSK
EGLD,ETH
ETH,ICP
LUNA,BRL
LUNA,UST
NEAR,ETH
ROSE,BNB
ETH,VOXEL
BNB,ALICE
TRY,ATOM
ETH,UST
GALA,AUD
LRC,BNB
ETH,ONE
OOKI,BNB
ACH,BTC
ACH,BUSD
ACH,USDT
IMX,BTC
IMX,BUSD
IMX,USDT
BTC,GLMR
BUSD,GLMR
USDT,GLMR
BIDR,ATOM
DYDX,ETH
ETH,FARM
FOR,BNB
TRY,ICP
ETH,JASMY
LINA,BNB
OOKI,ETH
ROSE,ETH
BUSD,UMA
ETH,UNI
ETH,XTZ
BTC,LOKA
LOKA,BNB
LOKA,BUSD
USDT,LOKA
ATOM,BRL
BNB,UST
ETH,CRV
BNB,HIGH
NEAR,RUB
TRY,ROSE
USDT,SCRT
API3,BTC
API3,BUSD
API3,USDT
USDT,BTTC
BTTC,USDC
TRY,BTTC
BTC,ACA
BUSD,ACA
USDT,ACA
BTC,ANC
BUSD,ANC
USDT,ANC
XNO,BTC
XNO,ETH
XNO,BUSD
XNO,USDT
TRY,COS
KAVA,ETH
MC,BNB
TRY,ONE
BTC,WOO
BNB,WOO
BUSD,WOO
USDT,WOO
ETH,CELR
PEOPLE,BNB
BNB,SLP
BNB,SPELL
TRY,SPELL
BUSD,TFUEL
AXS,TRY
TRY,DAR
TRY,NEAR
IDEX,BNB
EUR,ALPINE
TRY,ALPINE
USDT,ALPINE
BTC,ALPINE
T,USDT
T,BUSD
API3,BNB
BETA,ETH
TRY,INJ
TLM,BNB
ASTR,BUSD
ASTR,USDT
TRY,API3
GLMR,BNB
TRY,MBOX
GMT,BTC
GMT,BNB
GMT,BUSD
GMT,USDT
BNB,ANC
ATOM,EUR
EUR,GALA
ETH,KSM
TRY,UMA
BTC,KDA
BUSD,KDA
USDT,KDA
USDT,APE
BUSD,APE
BTC,APE
BUSD,ALPINE
GBP,LUNA
NEAR,EUR
TRY,TWT
EUR,WAVES
EUR,APE
GBP,APE
TRY,APE
USDT,BSW
BUSD,BSW
BNB,BSW
BNB,APE
GMT,BRL
GMT,ETH
TRY,JASMY
BUSD,SANTOS
AUD,APE
BIFI,USDT
GMT,EUR
IMX,BNB
RUNE,ETH
GBP,AVAX
BTC,MULTI
BUSD,MULTI
USDT,MULTI
ETH,APE
ETH,BSW
TRY,FIL
FTM,EUR
GBP,GMT
TRY,ZIL
TRY,GMT
TRY,WAVES
BTC,UST
BTC,ASTR
ASTR,ETH
TRY,BSW
FTT,ETH
FUN,BNB
BUSD,PORTO
USDT,STEEM
EUR,ZIL
BRL,APE
TRY,AUDIO
BUSD,BTTC
GMT,AUD
MBL,BUSD
MOB,USDT
MOB,BUSD
MOB,BTC
USDT,NEXO
BUSD,NEXO
BTC,NEXO
USDT,REI
REI,BNB
ETH,REI
USDT,GAL
GAL,BUSD
GAL,BNB
BTC,GAL
EUR,JASMY
KNC,BNB
SHIB,GBP
GAL,EUR
TRY,GAL
LDO,BUSD
LDO,USDT
LDO,BTC
TRY,ENS
DAR,EUR
DAR,ETH
ALGO,ETH
TRY,ALGO
GAL,ETH
TRY,RUNE
GAL,BRL
BUSD,STEEM
BUSD,CVC
BUSD,REI
BUSD,DREP
BUSD,AKRO
BUSD,PUNDIX
BUSD,LUNC
BUSD,USTC
BTC,OP
BUSD,OP
USDT,OP
OG,BUSD
BUSD,KEY
ASR,BUSD
BUSD,FIRO
NKN,BUSD
OP,BNB
EUR,OP
BUSD,GTO
SNX,ETH
WBTC,BUSD
BEL,ETH
ETH,LIT
USDT,LEVER
BUSD,LEVER
BURGER,ETH
PEOPLE,ETH
UNFI,ETH
ETH,BOND
TRY,STORJ
ETH,OP
TRY,ETC
WING,ETH
FIL,ETH
GLM,BUSD
BUSD,SSV
BTC,STG
BUSD,STG
USDT,STG
ANKR,TRY
ARK,BUSD
BETH,BUSD
LOOM,BUSD
SNM,BUSD
AMB,BUSD
USDT,LUNC
PHB,BUSD
BUSD,GAS
NEBL,BUSD
BUSD,PROS
VIB,BUSD
GMX,BTC
GMX,BUSD
GMX,USDT
AGIX,BUSD
NEBL,USDT
SNT,BUSD
BTC,POLYX
BUSD,POLYX
USDT,POLYX
BTC,APT
USDT,APT
BUSD,APT
BTC,PLN
ETH,PLN
BUSD,PLN
APT,EUR
TRY,APT
APT,BRL
QKC,BUSD
BTC,OSMO
USDT,OSMO
BUSD,OSMO
BTC,HFT
BUSD,HFT
USDT,HFT
ARPA,ETH
USDT,PHB
BUSD,VITE
HOOK,BTC
HOOK,USDT
HOOK,BUSD
HOOK,BNB
BTC,MAGIC
MAGIC,BUSD
MAGIC,USDT
RON,BUSD
BTC,RPL
BUSD,RPL
USDT,RPL
USDT,PROS
TRY,FET
AGIX,USDT
ETH,APT
RON,BTC
BTC,SYN
USDT,SYN
VIB,USDT
USDT,SSV
USDT,LQTY
BTC,LQTY
AMB,USDT
BETH,USDT
TRY,CFX
TRY,STX
USDT,USTC
USDT,GAS
GLM,USDT
USDT,PROM
QKC,USDT
USDT,UFT
BTC,ID
ID,BNB
USDT,ID
BTC,ARB
USDT,ARB
AGIX,TRY
LOOM,USDT
OAX,USDT
TUSD,ARB
TRY,ARB
EUR,ARB
TUSD,ID
TRY,ID
EUR,ID
LDO,TUSD
TUSD,MATIC
TUSD,OP
TUSD,SOL
TUSD,SSV
RDNT,BTC
RDNT,USDT
TUSD,RDNT
RUB,ARB
JOE,TRY
TRY,MAGIC
USDT,PLN
ACH,TRY
TRY,XVS
RON,EGLD
RON,USDT
ARS,USDT
TUSD,DOGE
WBTC,USDT
EDU,USDT
EDU,TUSD
EDU,BNB
EDU,BTC
EDU,EUR
EDU,TRY
SUI,USDT
SUI,TUSD
SUI,BTC
SUI,BNB
SUI,EUR
TRY,SUI
AERGO,USDT
TRY,RNDR
PEPE,USDT
PEPE,TUSD
FLOKI,USDT
FLOKI,TUSD
TRY,OG
PEPE,TRY
USDT,AST
USDT,SNT
FLOKI,TRY
TRY,CITY
COMBO,USDT
COMBO,BNB
TRY,COMBO
LTC,TRY
TRY,RAD
ARS,BTC
TRY,OP
TRY,PAXG
BTC,MAV
USDT,MAV
TUSD,MAV
CFX,TUSD
BTC,PENDLE
USDT,PENDLE
TUSD,PENDLE
TRY,MAV
TRY,OCEAN
TRY,TUSD
ETH,ARB
TRY,BCH
TRY,XVG
XVG,TUSD
ARKM,USDT
TUSD,ARKM
TRY,ARKM
ARKM,BNB
ARKM,BTC
TRY,ACA
TUSD,AVAX
TUSD,COMP
TRY,COMP
TRY,XEC
TUSD,QUICK
USDT,WLD
BTC,WLD
FDUSD,BNB
BUSD,FDUSD
USDT,FDUSD
RUB,ARKM
TRY,WLD
RUB,WLD
TRY,AMP
TRY,OGN
BTC,FDUSD
ETH,FDUSD
TRY,ASR
TRY,ATM
TRY,ACM
TRY,BAR
TRY,JUV
PSG,TRY
SEI,BNB
BTC,SEI
SEI,FDUSD
TRY,SEI
USDT,SEI
CYBER,BNB
BTC,CYBER
CYBER,FDUSD
TRY,CYBER
CYBER,USDT
TUSD,CYBER
TUSD,SEI
TRY,LPT
TRY,UNI
FDUSD,SOL
TRY,TOMO
TRY,UNFI
XRP,FDUSD
DOGE,FDUSD
CYBER,ETH
TRY,MTL
ARK,USDT
CREAM,USDT
IQ,USDT
USDT,VAI
FDUSD,ARB
TRY,FDUSD
TRY,FRONT
SUI,FDUSD
BTC,NTRN
USDT,NTRN
NTRN,BNB
FIL,FDUSD
TUSD,FRONT
TRY,LEVER
LTC,FDUSD
FDUSD,ADA
RUNE,TUSD
TRY,TRB
ATOM,FDUSD
FDUSD,AVAX
TRY,BAND
FDUSD,BCH
TRY,LOOM
FDUSD,MATIC
ALGO,FDUSD
FDUSD,DOT
FTM,FDUSD
LINK,FDUSD
NEAR,FDUSD
TRY,STRAX
BTC,TIA
USDT,TIA
TRY,TIA
BNB,MEME
USDT,MEME
FDUSD,MEME
TUSD,MEME
TRY,MEME
BTC,ORDI
USDT,ORDI
TRY,ORDI
EGLD,FDUSD
FET,FDUSD
FDUSD,GAS
ETH,INJ
TUSD,INJ
FDUSD,OP
ORDI,FDUSD
TUSD,ORDI
RNDR,FDUSD
SHIB,TUSD
USDT,BEAMX
ARK,TRY
TRY,BEAMX
TRY,CAKE
CAKE,TUSD
DYDX,FDUSD
USDT,PIVX
RUNE,FDUSD
TUSD,TIA
TUSD,DOT
GALA,FDUSD
FDUSD,WLD
TRY,GAS
TRY,NTRN
VIC,BTC
VIC,USDT
TRY,VIC
BTC,BLUR
USDT,BLUR
TRY,BLUR
FDUSD,BLUR
SUPER,FDUSD
FDUSD,USTC
TRY,USTC
TRY,DYDX
VANRY,USDT
BTC,VANRY
AEUR,BTC
AEUR,USDT
AEUR,ETH
AEUR,EUR
AUCTION,FDUSD
FDUSD,IOTA
TRY,LUNC
TRY,SUPER
USDT,JTO
JTO,FDUSD
TRY,JTO
USDT,1000SATS
FDUSD,1000SATS
TRY,1000SATS
SHIB,FDUSD
SAND,FDUSD
ETH,MEME
TRY,IOTA
FDUSD,INJ
FIDA,TRY
BONK,USDT
BONK,FDUSD
TRY,BONK
FDUSD,ACE
USDT,ACE
ACE,BNB
BTC,ACE
TRY,ACE
BLZ,FDUSD
TRY,RARE
TRY,VANRY
BTC,NFP
NFP,USDT
NFP,BNB
NFP,FDUSD
TUSD,NFP
TRY,NFP
ARB,USDC
AVAX,USDC
DOT,USDC
INJ,USDC
MATIC,USDC
OP,USDC
ORDI,USDC
AI,BTC
AI,USDT
AI,BNB
AI,FDUSD
AI,TUSD
AI,TRY
ICP,FDUSD
LDO,FDUSD
MOVR,TRY
BTC,XAI
USDT,XAI
BNB,XAI
FDUSD,XAI
TUSD,XAI
TRY,XAI
TRY,SKL
STX,FDUSD
TIA,FDUSD
BTC,MANTA
USDT,MANTA
MANTA,BNB
MANTA,FDUSD
TRY,MANTA
ENS,FDUSD
FDUSD,ETC
SUI,USDC
TIA,USDC
CHZ,FDUSD
MANTA,USDC
BTC,ALT
USDT,ALT
BNB,ALT
FDUSD,ALT
TRY,ALT
APT,FDUSD
BLUR,USDC
USDT,JUP
JUP,FDUSD
TRY,JUP
USDC,ALT
MAGIC,FDUSD
SEI,USDC
PYTH,BTC
PYTH,USDT
PYTH,FDUSD
PYTH,TRY
RONIN,BTC
RONIN,USDT
RONIN,FDUSD
TRY,RONIN
BTC,DYM
USDT,DYM
FDUSD,DYM
TRY,DYM
JUP,USDC
PENDLE,FDUSD
BTC,PIXEL
BNB,PIXEL
USDT,PIXEL
FDUSD,PIXEL
TRY,PIXEL
BTC,STRK
USDT,STRK
STRK,FDUSD
TRY,STRK
FIL,USDC
TRY,HBAR
TRY,PENDLE
WLD,USDC
TRY,CKB
TRY,COTI
LDO,TRY
UNI,USDC
BTC,PORTAL
USDT,PORTAL
PORTAL,BNB
PORTAL,FDUSD
TRY,PORTAL
BTC,AXL
USDT,AXL
AXL,FDUSD
TRY,AXL
PEPE,FDUSD
PIXEL,USDC
STRK,USDC
UNI,FDUSD
OM,TRY
TRY,THETA
BTC,WIF
USDT,WIF
WIF,FDUSD
TRY,WIF
AGIX,FDUSD
PEPE,USDC
SHIB,USDC
THETA,FDUSD
TRY,AR
BTC,METIS
USDT,METIS
FDUSD,METIS
TRY,METIS
JPY,BNB
JPY,BTC
JPY,ETH
FLOKI,FDUSD
GRT,FDUSD
NEAR,USDC
TRY,SNX
AEVO,BTC
AEVO,USDT
AEVO,BNB
AEVO,FDUSD
TRY,AEVO
FET,USDC
TRY,IMX
EUR,USDC
TRY,BOME
BTC,BOME
USDT,BOME
FDUSD,BOME
BTC,ETHFI
USDT,ETHFI
ETHFI,BNB
FDUSD,ETHFI
TRY,ETHFI
TRY,AAVE
ARKM,FDUSD
TRY,CRV
FET,BRL
RAY,FDUSD
RNDR,EUR
BONK,USDC
FLOKI,USDC
TRY,MKR
TRY,RAY
RNDR,BRL
BTC,ENA
USDT,ENA
ENA,BNB
ENA,FDUSD
TRY,ENA
FDUSD,LQTY
TRY,MASK
PENDLE,USDC
TRY,RDNT
W,BTC
W,USDT
W,FDUSD
TRY,W
BOME,USDC
JTO,USDC
WIF,USDC
BTC,TNSR
USDT,TNSR
FDUSD,TNSR
TRY,TNSR
BTC,SAGA
USDT,SAGA
SAGA,BNB
SAGA,FDUSD
TRY,SAGA
USDT,MXN
CKB,USDC
ENA,USDC
ETHFI,USDC
YGG,USDC
BTC,TAO
USDT,TAO
TAO,FDUSD
TRY,TAO
CFX,USDC
RNDR,USDC
RUNE,USDC
SAGA,USDC
TRY,POLYX
BTC,OMNI
USDT,OMNI
OMNI,BNB
OMNI,FDUSD
TRY,OMNI
APT,USDC
GALA,USDC
OMNI,BRL
STX,USDC
ICP,USDC
OMNI,USDC
PEPE,BRL
YGG,TRY
JPY,ADA
SHIB,JPY
JPY,SOL
JPY,XRP
REZ,BTC
REZ,USDT
REZ,BNB
REZ,FDUSD
TRY,REZ
TRY,EGLD
TRY,PHB
TRY,RSR
BB,BTC
BB,USDT
BB,BNB
BB,FDUSD
TRY,BB
FRONT,USDC
TRY,PEOPLE
TRB,USDC
NOT,USDT
NOT,BNB
NOT,FDUSD
TRY,NOT
ARKM,USDC
AR,USDC
BB,USDC
CRV,USDC
PEOPLE,USDC
FDUSD,AR
ENA,EUR
PEPE,EUR
REZ,USDC
FDUSD,TRB
TRY,USDC
BTC,MXN
XRP,MXN
ENS,USDC
LDO,USDC
NOT,USDC
NEAR,BRL
TRY,HIGH
PEOPLE,FDUSD
TNSR,USDC
IO,BTC
IO,USDT
IO,BNB
IO,FDUSD
IO,TRY
NOT,BRL
TRY,TRU
WIF,EUR
ZK,BTC
ZK,USDT
ZK,FDUSD
TRY,ZK
USDT,LISTA
LISTA,BNB
LISTA,FDUSD
TRY,LISTA
BTC,ZRO
USDT,ZRO
FDUSD,ZRO
TRY,ZRO
LISTA,BRL
TRY,BAKE
WIF,BRL
ZK,USDC
USDC,ZRO
IO,USDC
1000SATS,USDC
TRY,BNX
ARS,ETH
BANANA,BTC
BANANA,USDT
BANANA,BNB
BANANA,FDUSD
TRY,BANANA
BTC,RENDER
USDT,RENDER
FDUSD,RENDER
RENDER,USDC
TRY,RENDER
EUR,RENDER
RENDER,BRL
BTC,TON
USDT,TON
FDUSD,TON
TRY,TON
BONK,BRL
NOT,EUR
JPY,DOGE
JPY,MATIC
JPY,NEAR
TON,USDC
AAVE,FDUSD
USDT,DOGS
DOGS,BNB
FDUSD,DOGS
TRY,DOGS
EURI,EUR
EURI,USDT
DOGS,BRL
DOGS,USDC
RARE,BRL
RARE,USDC
SLF,BTC
TRY,SLF
SLF,USDC
SLF,USDT
AAVE,USDC
TRY,SUN
TRY,STMX
POL,BNB
POL,BRL
POL,BTC
POL,ETH
POL,EUR
POL,FDUSD
JPY,POL
TRY,POL
POL,USDC
POL,USDT
NEIRO,USDT
USDT,TURBO
USDT,1MBABYDOGE
USDT,CATI
BNB,CATI
FDUSD,CATI
TRY,CATI
1MBABYDOGE,FDUSD
TRY,1MBABYDOGE
CATI,BRL
EURI,BTC
NEIRO,FDUSD
TRY,NEIRO
USDT,HMSTR
BNB,HMSTR
FDUSD,HMSTR
TRY,HMSTR
BTC,EIGEN
USDT,EIGEN
FDUSD,EIGEN
TRY,EIGEN
NEIRO,BRL
NEIRO,EUR
USDT,SCR
SUI,BRL
TRY,TURBO
BTC,SCR
SCR,FDUSD
TRY,SCR
COW,USDT
USDT,CETUS
USDT,PNUT
USDT,ACT
TRY,ACT
COW,TRY
TRY,CETUS
TRY,TROY
TRY,PNUT
ACT,FDUSD
ACT,USDC
NEIRO,USDC
BTC,PNUT
PNUT,FDUSD
PNUT,USDC
USDT,USUAL
ACT,BRL
EUR,ACT
CATI,USDC
EURI,ETH
PNUT,BRL
PNUT,EUR
FDUSD,APE
FDUSD,USDC
HBAR,USDC
OM,USDC
RAY,USDC
TAO,USDC
TURBO,FDUSD
THE,BTC
THE,BNB
THE,FDUSD
THE,TRY
THE,USDT
USDC,APE
EUR,BOME
EIGEN,USDC
FDUSD,HBAR
MEME,USDC
TROY,USDC
EUR,WLD
1MBABYDOGE,USDC
CETUS,USDC
COW,USDC
DYDX,USDC
HMSTR,USDC
TURBO,USDC
ENA,BRL
EOS,FDUSD
SAND,USDC
XLM,FDUSD
CHZ,USDC
PYTH,USDC
USDC,RSR
FDUSD,RSR
W,USDC
XTZ,USDC
ACX,USDT
USDT,ORCA
BTC,MOVE
USDT,MOVE
BNB,MOVE
FDUSD,MOVE
TRY,MOVE
BTC,ME
USDT,ME
FDUSD,ME
TRY,ME
ACX,USDC
ORCA,USDC
ACX,FDUSD
ORCA,FDUSD
TRY,ACX
TRY,ORCA
TRY,KSM
TRY,CELO
HIVE,FDUSD
HIVE,USDC
IDEX,FDUSD
IDEX,USDC
TLM,FDUSD
TLM,USDC
VANA,USDT
VANA,BNB
VANA,FDUSD
TRY,VANA
1000CAT,USDT
1000CAT,BNB
1000CAT,FDUSD
TRY,1000CAT
PENGU,USDT
PENGU,BNB
PENGU,FDUSD
TRY,PENGU
BTC,USUAL
USUAL,FDUSD
TRY,USUAL
1000CAT,USDC
PENGU,USDC
USDT,BIO
BIO,BNB
FDUSD,BIO
TRY,BIO
BIO,USDC
TRY,HIVE
USDC,MOVE
TRY,PHA
TRY,SUSHI
JPY,APT
JPY,SUI
JPY,XLM
JPY,PEPE
PHA,USDC
PLN,USDC
USDC,STEEM
USUAL,USDC
AIXBT,USDT
AIXBT,USDC
BTC,S
BNB,S
ETH,S
EUR,S
FDUSD,S
TRY,S
S,USDC
USDT,S
JPY,IOTX
JPY,SEI
SOLV,USDT
SOLV,BNB
SOLV,FDUSD
SOLV,TRY
USDT,TRUMP
TRUMP,USDC
AIXBT,TRY
TRY,TRUMP
ANIME,USDT
ANIME,USDC
ANIME,BNB
ANIME,FDUSD
ANIME,TRY
BERA,BTC
BERA,USDT
BERA,USDC
BERA,FDUSD
BERA,BNB
TRY,BERA
TST,USDT
TST,USDC
BTC,LAYER
USDT,LAYER
LAYER,USDC
LAYER,BNB
LAYER,FDUSD
TRY,LAYER
TRY,QTUM
EUR,TRUMP
TRY,VTHO
HEI,BTC
HEI,USDT
CAKE,USDC
HEI,USDC
FDUSD,TRUMP
TST,FDUSD
BNX,USDC
LTC,JPY
JPY,BCH
JPY,LINK
BTC,KAITO
USDT,KAITO
KAITO,USDC
KAITO,BNB
KAITO,FDUSD
TRY,KAITO
ETH,MXN
KAITO,BRL
MXN,SOL
ARS,BNB
ARS,SOL
TRUMP,BRL
TRX,FDUSD
TST,TRY
BTC,SHELL
USDT,SHELL
SHELL,USDC
SHELL,BNB
SHELL,FDUSD
TRY,SHELL
USDT,RED
GPS,USDT
GPS,USDC
GPS,FDUSD
TRY,GPS
GPS,BNB
BTC,RED
RED,USDC
RED,FDUSD
TRY,RED
CHESS,USDC
EGLD,USDC
OSMO,USDC
UTK,USDC
T,USDC
CVC,USDC
EURI,USDC
SYN,USDC
RON,USDC
DF,USDC
GMX,USDC
MKR,USDC
RPL,USDC
BMT,USDT
BMT,USDC
BMT,BNB
BMT,FDUSD
TRY,BMT
FORM,USDC
USDT,FORM
TRY,FORM
USDC,IOTA
JUV,USDC
THE,USDC
VANRY,USDC
USDT,NIL
NIL,BNB
NIL,FDUSD
NIL,USDC
TRY,NIL
BEAMX,USDC
VANA,USDC
PARTI,FDUSD
TRY,PARTI
USDT,PARTI
PARTI,USDC
PARTI,BNB
USDT,MUBARAK
MUBARAK,USDC
GUN,USDT
GUN,BNB
GUN,FDUSD
TRY,GUN
THETA,USDC
API3,USDC
TRY,AUCTION
AUCTION,USDC
BANANA,USDC
GUN,USDC
QNT,USDC
VET,USDC
ZEN,USDC
BABY,USDT
BABY,USDC
BABY,BNB
BABY,FDUSD
TRY,BABY
ONDO,USDT
ONDO,USDC
VIRTUAL,USDT
VIRTUAL,USDC
BNB,KERNEL
FDUSD,KERNEL
TRY,KERNEL
KERNEL,USDC
USDT,KERNEL
TRY,WCT
WCT,FDUSD
WCT,BNB
WCT,USDC
USDT,WCT
PAXG,USDC
TRY,ONDO
BABY,EUR
ACH,USDC
GMT,USDC
HYPER,USDT
HYPER,USDC
HYPER,BNB
HYPER,FDUSD
HYPER,TRY
INIT,USDT
INIT,USDC
INIT,BNB
INIT,FDUSD
TRY,INIT
USDT,SIGN
SIGN,USDC
BNB,SIGN
FDUSD,SIGN
TRY,SIGN
USDT,STO
STO,USDC
STO,BNB
STO,FDUSD
TRY,STO
ENJ,USDC
TRY,VIRTUAL
SYRUP,USDT
SYRUP,USDC
SXT,USDT
SXT,USDC
SXT,BNB
SXT,FDUSD
TRY,SXT
PUNDIX,USDC
SYRUP,TRY
USDT,NXPC
USDC,NXPC
BNB,NXPC
FDUSD,NXPC
TRY,NXPC
USDT,HAEDAL
HAEDAL,USDC
HAEDAL,BNB
HAEDAL,FDUSD
TRY,HAEDAL
USDT,HUMA
HUMA,USDC
HUMA,BNB
FDUSD,HUMA
TRY,HUMA
BTC,A
ETH,A
A,FDUSD
TRY,A
A,USDC
USDT,A
SOPH,USDT
SOPH,USDC
SOPH,BNB
SOPH,FDUSD
TRY,SOPH
TRY,MUBARAK
