asset,time,PriceUSD
btc,2019-01-01 00:00:00+00:00,3808.11783167738
btc,2019-01-02 00:00:00+00:00,3898.1974880187
btc,2019-01-03 00:00:00+00:00,3784.38863471654
btc,2019-01-04 00:00:00+00:00,3827.52459438925
btc,2019-01-05 00:00:00+00:00,3798.61395499708
btc,2019-01-06 00:00:00+00:00,4045.99377498539
btc,2019-01-07 00:00:00+00:00,4001.01827819988
btc,2019-01-08 00:00:00+00:00,3992.6227893045
btc,2019-01-09 00:00:00+00:00,4004.25903565167
btc,2019-01-10 00:00:00+00:00,3627.90345002922
btc,2019-01-11 00:00:00+00:00,3624.16142109877
btc,2019-01-12 00:00:00+00:00,3617.02207831677
btc,2019-01-13 00:00:00+00:00,3508.6701081239
btc,2019-01-14 00:00:00+00:00,3666.94519374635
btc,2019-01-15 00:00:00+00:00,3581.29301548802
btc,2019-01-16 00:00:00+00:00,3606.98657568673
btc,2019-01-17 00:00:00+00:00,3640.12913062536
btc,2019-01-18 00:00:00+00:00,3609.42673611923
btc,2019-01-19 00:00:00+00:00,3687.30196113384
btc,2019-01-20 00:00:00+00:00,3538.31372296903
btc,2019-01-21 00:00:00+00:00,3535.623393045
btc,2019-01-22 00:00:00+00:00,3577.30834979544
btc,2019-01-23 00:00:00+00:00,3551.89382115722
btc,2019-01-24 00:00:00+00:00,3567.58893366452
btc,2019-01-25 00:00:00+00:00,3561.35049795441
btc,2019-01-26 00:00:00+00:00,3557.03991525424
btc,2019-01-27 00:00:00+00:00,3537.61413062536
btc,2019-01-28 00:00:00+00:00,3435.05251402689
btc,2019-01-29 00:00:00+00:00,3395.82376329632
btc,2019-01-30 00:00:00+00:00,3437.89586616014
btc,2019-01-31 00:00:00+00:00,3410.13161601403
btc,2019-02-01 00:00:00+00:00,3445.04989129164
btc,2019-02-02 00:00:00+00:00,3461.93511747516
btc,2019-02-03 00:00:00+00:00,3413.02161630625
btc,2019-02-04 00:00:00+00:00,3411.38796171829
btc,2019-02-05 00:00:00+00:00,3426.46501139684
btc,2019-02-06 00:00:00+00:00,3367.50636499123
btc,2019-02-07 00:00:00+00:00,3358.87359906487
btc,2019-02-08 00:00:00+00:00,3612.47961922852
btc,2019-02-09 00:00:00+00:00,3621.26812098188
btc,2019-02-10 00:00:00+00:00,3642.0223591467
btc,2019-02-11 00:00:00+00:00,3590.6184836353
btc,2019-02-12 00:00:00+00:00,3587.90246580947
btc,2019-02-13 00:00:00+00:00,3576.08537258913
btc,2019-02-14 00:00:00+00:00,3561.91638340152
btc,2019-02-15 00:00:00+00:00,3565.00692372881
btc,2019-02-16 00:00:00+00:00,3584.73600263004
btc,2019-02-17 00:00:00+00:00,3622.7574289889
btc,2019-02-18 00:00:00+00:00,3866.12921712449
btc,2019-02-19 00:00:00+00:00,3895.43521098773
btc,2019-02-20 00:00:00+00:00,3931.61382904734
btc,2019-02-21 00:00:00+00:00,3892.26179427236
btc,2019-02-22 00:00:00+00:00,3948.30051052016
btc,2019-02-23 00:00:00+00:00,4110.15112127411
btc,2019-02-24 00:00:00+00:00,3754.18378988895
btc,2019-02-25 00:00:00+00:00,3822.01869666861
btc,2019-02-26 00:00:00+00:00,3796.17506838106
btc,2019-02-27 00:00:00+00:00,3799.3819924021
btc,2019-02-28 00:00:00+00:00,3792.94772296902
btc,2019-03-01 00:00:00+00:00,3810.63269257744
btc,2019-03-02 00:00:00+00:00,3809.64339099942
btc,2019-03-03 00:00:00+00:00,3782.38187025132
btc,2019-03-04 00:00:00+00:00,3698.16185505552
btc,2019-03-05 00:00:00+00:00,3840.1280490941
btc,2019-03-06 00:00:00+00:00,3851.99842548218
btc,2019-03-07 00:00:00+00:00,3855.92316832262
btc,2019-03-08 00:00:00+00:00,3839.23355289304
btc,2019-03-09 00:00:00+00:00,3910.36116656926
btc,2019-03-10 00:00:00+00:00,3903.9119509059
btc,2019-03-11 00:00:00+00:00,3851.56892168323
btc,2019-03-12 00:00:00+00:00,3858.91482378726
btc,2019-03-13 00:00:00+00:00,3851.95746639392
btc,2019-03-14 00:00:00+00:00,3853.78326504968
btc,2019-03-15 00:00:00+00:00,3901.91420689655
btc,2019-03-16 00:00:00+00:00,3989.79607685564
btc,2019-03-17 00:00:00+00:00,3967.14349444769
btc,2019-03-18 00:00:00+00:00,3969.44014582116
btc,2019-03-19 00:00:00+00:00,3996.16790356517
btc,2019-03-20 00:00:00+00:00,4030.65527586207
btc,2019-03-21 00:00:00+00:00,3976.27385008767
btc,2019-03-22 00:00:00+00:00,3983.88764582116
btc,2019-03-23 00:00:00+00:00,3981.77603302163
btc,2019-03-24 00:00:00+00:00,3970.6669880187
btc,2019-03-25 00:00:00+00:00,3908.23883869082
btc,2019-03-26 00:00:00+00:00,3917.76340210403
btc,2019-03-27 00:00:00+00:00,4027.00791788428
btc,2019-03-28 00:00:00+00:00,4010.93746201052
btc,2019-03-29 00:00:00+00:00,4089.46104003507
btc,2019-03-30 00:00:00+00:00,4091.89103834015
btc,2019-03-31 00:00:00+00:00,4094.31781472823
btc,2019-04-01 00:00:00+00:00,4138.41780771479
btc,2019-04-02 00:00:00+00:00,4903.71946206897
btc,2019-04-03 00:00:00+00:00,4960.22760274693
btc,2019-04-04 00:00:00+00:00,4911.26970245471
btc,2019-04-05 00:00:00+00:00,5033.22548369375
btc,2019-04-06 00:00:00+00:00,5044.35684593805
btc,2019-04-07 00:00:00+00:00,5189.11195558153
btc,2019-04-08 00:00:00+00:00,5283.42302483928
btc,2019-04-09 00:00:00+00:00,5195.57790882525
btc,2019-04-10 00:00:00+00:00,5311.74160327294
btc,2019-04-11 00:00:00+00:00,5050.66600859147
btc,2019-04-12 00:00:00+00:00,5082.86143202805
btc,2019-04-13 00:00:00+00:00,5074.79069257744
btc,2019-04-14 00:00:00+00:00,5156.80404061952
btc,2019-04-15 00:00:00+00:00,5042.89773845704
btc,2019-04-16 00:00:00+00:00,5205.96295745178
btc,2019-04-17 00:00:00+00:00,5226.35221519579
btc,2019-04-18 00:00:00+00:00,5278.5023395675
btc,2019-04-19 00:00:00+00:00,5289.95121911163
btc,2019-04-20 00:00:00+00:00,5313.97326212741
btc,2019-04-21 00:00:00+00:00,5295.73382817066
btc,2019-04-22 00:00:00+00:00,5383.79997533606
btc,2019-04-23 00:00:00+00:00,5544.86271186441
btc,2019-04-24 00:00:00+00:00,5431.94791963764
btc,2019-04-25 00:00:00+00:00,5127.67316738749
btc,2019-04-26 00:00:00+00:00,5150.16466066628
btc,2019-04-27 00:00:00+00:00,5181.80776364699
btc,2019-04-28 00:00:00+00:00,5148.66961542957
btc,2019-04-29 00:00:00+00:00,5148.80049327878
btc,2019-04-30 00:00:00+00:00,5266.61820251315
btc,2019-05-01 00:00:00+00:00,5315.17532904734
btc,2019-05-02 00:00:00+00:00,5393.12937638808
