timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-06-01,31.39000000,31.54000000,29.75000000,30.48000000,985477.72000000,1717286399999,30019505.82860000,6424,524360.05000000,15968409.21320000,0
2024-06-02,30.49000000,31.89000000,29.50000000,29.78000000,730072.65000000,1717372799999,22524319.85270000,4529,336619.85000000,10410248.45430000,0
2024-06-03,29.84000000,31.75000000,29.47000000,30.62000000,777288.56000000,1717459199999,23937388.79620000,4116,345112.30000000,10619380.80110000,0
2024-06-04,30.55000000,34.20000000,30.29000000,33.98000000,4182890.61000000,1717545599999,137137578.11610000,22286,2133355.25000000,69970259.67090000,0
2024-06-05,34.04000000,34.64000000,32.39000000,32.99000000,1050970.48000000,1717631999999,35143235.72370000,7376,606634.15000000,20298161.97070000,0
2024-06-06,33.01000000,34.56000000,32.41000000,32.88000000,552616.71000000,1717718399999,18390889.83760000,4425,272662.51000000,9095474.19110000,0
2024-06-07,32.92000000,33.24000000,26.86000000,28.86000000,707221.74000000,1717804799999,21535652.20630000,6430,326357.25000000,9974997.53470000,0
2024-06-08,28.86000000,29.14000000,26.93000000,27.14000000,563901.85000000,1717891199999,15711059.55090000,4579,264670.23000000,7374135.76650000,0
2024-06-09,27.11000000,27.45000000,26.64000000,27.10000000,217271.33000000,1717977599999,5893820.24620000,1740,104196.72000000,2827135.92030000,0
2024-06-10,27.05000000,27.13000000,25.94000000,26.18000000,521858.37000000,1718063999999,13901876.33500000,3989,215798.57000000,5747490.69670000,0
2024-06-11,26.17000000,26.44000000,24.50000000,25.02000000,429023.75000000,1718150399999,10965787.64870000,2804,258768.19000000,6627028.36340000,0
2024-06-12,25.04000000,26.54000000,24.35000000,25.45000000,388987.45000000,1718236799999,9988235.73870000,3224,203735.33000000,5238506.03400000,0
2024-06-13,25.46000000,25.60000000,23.84000000,24.12000000,321249.92000000,1718323199999,7866678.98380000,2226,141532.25000000,3461249.05230000,0
2024-06-14,24.23000000,24.87000000,22.72000000,23.83000000,428383.96000000,1718409599999,10214244.21960000,4405,201421.21000000,4812772.31310000,0
2024-06-15,23.94000000,24.40000000,23.71000000,23.92000000,193562.32000000,1718495999999,4651746.56690000,1802,89209.59000000,2145238.87510000,0
2024-06-16,23.91000000,24.20000000,23.29000000,24.06000000,172320.60000000,1718582399999,4105146.40230000,2290,93730.50000000,2234483.65200000,0
2024-06-17,24.04000000,24.25000000,20.66000000,21.13000000,403150.35000000,1718668799999,8856996.88800000,4097,162679.21000000,3566627.87220000,0
2024-06-18,21.10000000,21.16000000,17.71000000,19.05000000,472534.86000000,1718755199999,8959437.64200000,3720,201224.29000000,3805544.17320000,0
2024-06-19,19.01000000,19.70000000,18.64000000,19.11000000,194737.66000000,1718841599999,3714408.76280000,1677,92450.75000000,1763505.80010000,0
2024-06-20,19.09000000,20.17000000,19.00000000,19.71000000,290477.10000000,1718927999999,5719437.67200000,2074,150338.94000000,2963456.85280000,0
2024-06-21,19.69000000,20.05000000,19.21000000,19.38000000,236750.67000000,1719014399999,4646825.28490000,2176,107727.74000000,2114167.37860000,0
2024-06-22,19.32000000,19.53000000,18.80000000,19.35000000,131535.35000000,1719100799999,2526749.19940000,1079,62224.16000000,1196605.63910000,0
2024-06-23,19.32000000,19.68000000,18.45000000,18.72000000,196617.52000000,1719187199999,3751955.64490000,2034,97708.16000000,1861860.70400000,0
2024-06-24,18.75000000,19.50000000,17.90000000,19.46000000,316503.05000000,1719273599999,5894395.04270000,2754,138973.23000000,2589843.37660000,0
2024-06-25,19.46000000,20.01000000,19.32000000,19.49000000,144165.68000000,1719359999999,2835278.34050000,1467,75328.72000000,1484000.24520000,0
2024-06-26,19.40000000,19.69000000,18.65000000,18.77000000,246250.73000000,1719446399999,4679998.81020000,2260,123499.14000000,2345803.10550000,0
2024-06-27,18.71000000,19.65000000,18.43000000,19.34000000,143894.38000000,1719532799999,2736898.04470000,1348,72320.91000000,1378671.11650000,0
2024-06-28,19.18000000,20.45000000,18.88000000,18.90000000,2068913.33000000,1719619199999,40719068.47050000,15814,932595.04000000,18277008.05440000,0
2024-06-29,18.87000000,19.38000000,18.40000000,18.46000000,316664.36000000,1719705599999,5985068.78090000,3675,172063.78000000,3257133.81440000,0
2024-06-30,18.48000000,20.09000000,18.40000000,19.77000000,489892.38000000,1719791999999,9561700.78870000,3837,259818.01000000,5062760.28180000,0
