asset,time,PriceUSD
eth,2022-04-01 00:00:00+00:00,3446.51983682057
eth,2022-04-02 00:00:00+00:00,3451.96555774401
eth,2022-04-03 00:00:00+00:00,3521.53255113968
eth,2022-04-04 00:00:00+00:00,3525.40589713618
eth,2022-04-05 00:00:00+00:00,3425.35487270602
eth,2022-04-06 00:00:00+00:00,3183.70336908241
eth,2022-04-07 00:00:00+00:00,3238.18884687317
eth,2022-04-08 00:00:00+00:00,3185.76596639392
eth,2022-04-09 00:00:00+00:00,3257.96308474576
eth,2022-04-10 00:00:00+00:00,3218.1317761543
eth,2022-04-11 00:00:00+00:00,2985.2986779661
eth,2022-04-12 00:00:00+00:00,3027.95501139684
eth,2022-04-13 00:00:00+00:00,3118.53925920514
eth,2022-04-14 00:00:00+00:00,3019.78703097604
eth,2022-04-15 00:00:00+00:00,3039.32726592636
eth,2022-04-16 00:00:00+00:00,3065.65542343659
eth,2022-04-17 00:00:00+00:00,2996.52688457043
eth,2022-04-18 00:00:00+00:00,3058.24911367621
eth,2022-04-19 00:00:00+00:00,3104.38072004676
eth,2022-04-20 00:00:00+00:00,3078.53693571011
eth,2022-04-21 00:00:00+00:00,2984.30083985973
eth,2022-04-22 00:00:00+00:00,2963.93688515488
eth,2022-04-23 00:00:00+00:00,2941.41439567504
eth,2022-04-24 00:00:00+00:00,2924.17223728813
eth,2022-04-25 00:00:00+00:00,3012.2152773232
eth,2022-04-26 00:00:00+00:00,2801.38247457627
eth,2022-04-27 00:00:00+00:00,2886.84557685564
eth,2022-04-28 00:00:00+00:00,2934.09959088252
eth,2022-04-29 00:00:00+00:00,2815.62725832846
eth,2022-04-30 00:00:00+00:00,2729.73245441262
