asset,time,PriceUSD
eth,2023-07-01 00:00:00+00:00,1923.13508825248
eth,2023-07-02 00:00:00+00:00,1935.59753769725
eth,2023-07-03 00:00:00+00:00,1954.20382291058
eth,2023-07-04 00:00:00+00:00,1938.38063091759
eth,2023-07-05 00:00:00+00:00,1912.14585213325
eth,2023-07-06 00:00:00+00:00,1854.37547632963
eth,2023-07-07 00:00:00+00:00,1869.3275622443
eth,2023-07-08 00:00:00+00:00,1864.05657831677
eth,2023-07-09 00:00:00+00:00,1862.63280011689
eth,2023-07-10 00:00:00+00:00,1880.33877177089
eth,2023-07-11 00:00:00+00:00,1878.36697545295
eth,2023-07-12 00:00:00+00:00,1871.59052337814
eth,2023-07-13 00:00:00+00:00,2002.01825043834
eth,2023-07-14 00:00:00+00:00,1935.13725511397
eth,2023-07-15 00:00:00+00:00,1930.71778521333
eth,2023-07-16 00:00:00+00:00,1924.54624693162
eth,2023-07-17 00:00:00+00:00,1912.2863798948
eth,2023-07-18 00:00:00+00:00,1897.39907071888
eth,2023-07-19 00:00:00+00:00,1889.51615166569
eth,2023-07-20 00:00:00+00:00,1891.97682437171
eth,2023-07-21 00:00:00+00:00,1892.11009234366
eth,2023-07-22 00:00:00+00:00,1861.28420485096
eth,2023-07-23 00:00:00+00:00,1887.97183430742
eth,2023-07-24 00:00:00+00:00,1849.92425336061
eth,2023-07-25 00:00:00+00:00,1857.55349269433
eth,2023-07-26 00:00:00+00:00,1871.16815838691
eth,2023-07-27 00:00:00+00:00,1859.04174693162
eth,2023-07-28 00:00:00+00:00,1875.01526972531
eth,2023-07-29 00:00:00+00:00,1881.00276534191
eth,2023-07-30 00:00:00+00:00,1861.50678521333
eth,2023-07-31 00:00:00+00:00,1856.18514465225
