timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-08-01,0.00036698,0.00037044,0.00032359,0.00034925,1471975967045.00,1722556799999,505382060.60509211,48635,669175088637.00,229490814.51975664,0
2024-08-02,0.00034933,0.00035251,0.00030821,0.00031177,1623413997360.00,1722643199999,536633769.14379829,42623,778516011570.00,257521296.89454412,0
2024-08-03,0.00031177,0.00031911,0.00027901,0.00028964,1570483971975.00,1722729599999,470767905.93199475,47898,731064509435.00,219038609.74900106,0
2024-08-04,0.00028975,0.00029460,0.00025849,0.00027377,2258506197094.00,1722815999999,630378502.74666886,47901,1123404258076.00,313678454.64532882,0
2024-08-05,0.00027359,0.00027906,0.00020100,0.00023759,7154762451915.00,1722902399999,1666658274.21170363,91984,3629428468129.00,845595570.00947557,0
2024-08-06,0.00023762,0.00027578,0.00023696,0.00026163,4165687113939.00,1722988799999,1100671576.13667797,59962,2100747976540.00,555160464.05834866,0
2024-08-07,0.00026140,0.00028229,0.00024428,0.00024793,3946594566803.00,1723075199999,1050644395.62826401,66980,1972405502823.00,525710353.96406713,0
2024-08-08,0.00024790,0.00029797,0.00024214,0.00029368,3491226298884.00,1723161599999,952068196.81214499,62434,1872310041541.00,511361773.51185252,0
2024-08-09,0.00029374,0.00030110,0.00027942,0.00028716,2847748866221.00,1723247999999,819190288.03889969,56315,1431054255149.00,412012387.54054402,0
2024-08-10,0.00028716,0.00029328,0.00027870,0.00028475,2015588427577.00,1723334399999,572645292.60103412,57291,980537796259.00,278801203.10124740,0
2024-08-11,0.00028474,0.00029573,0.00025860,0.00026100,1881723238331.00,1723420799999,526547376.88007984,54785,878563221458.00,246100087.88012920,0
2024-08-12,0.00026076,0.00028560,0.00026032,0.00027643,2966234757411.00,1723507199999,812731027.76332028,54031,1505894575732.00,412417352.77091086,0
2024-08-13,0.00027646,0.00028158,0.00026541,0.00027521,2009457480778.00,1723593599999,548518594.91511275,39580,1010583902031.00,276224590.27869764,0
2024-08-14,0.00027524,0.00028423,0.00026612,0.00027025,1759396368049.00,1723679999999,482422488.86933543,35131,847193406455.00,232566935.05101606,0
2024-08-15,0.00027024,0.00027199,0.00024340,0.00025157,1754222852557.00,1723766399999,456078397.76637571,46242,806857443025.00,210068472.56753490,0
2024-08-16,0.00025149,0.00025616,0.00023287,0.00024340,2153256601653.00,1723852799999,527149045.48375986,58039,984814502227.00,241174136.46131390,0
2024-08-17,0.00024347,0.00026099,0.00024093,0.00025368,1845603582790.00,1723939199999,460642632.47515217,41604,983993884071.00,245691918.21900404,0
2024-08-18,0.00025366,0.00025825,0.00024656,0.00024728,1400886875725.00,1724025599999,355346870.75009640,45892,714407643007.00,181336750.98103283,0
2024-08-19,0.00024700,0.00026090,0.00024186,0.00026002,1347513323961.00,1724111999999,337725439.21672127,49362,733088289603.00,183995701.71517919,0
2024-08-20,0.00025994,0.00028020,0.00025830,0.00026321,2218729799869.00,1724198399999,597224807.18399265,75257,1153960745293.00,310512423.24149133,0
2024-08-21,0.00026321,0.00027443,0.00025470,0.00026895,1517649622566.00,1724284799999,402198715.39508485,50380,769813950245.00,204379661.58935236,0
2024-08-22,0.00026895,0.00027432,0.00026224,0.00027145,1681376372030.00,1724371199999,453927889.71933791,49148,845955202156.00,228536665.91890674,0
2024-08-23,0.00027150,0.00031600,0.00027026,0.00030836,3012142121970.00,1724457599999,865687938.91117009,70880,1622610525908.00,466679516.54287768,0
2024-08-24,0.00030866,0.00033581,0.00029953,0.00032388,3006572617562.00,1724543999999,959747159.82314287,81465,1557183156734.00,497171391.07550245,0
2024-08-25,0.00032395,0.00032500,0.00029562,0.00031193,2027470803217.00,1724630399999,627160102.97018550,67152,999266554431.00,308665757.14072849,0
2024-08-26,0.00031201,0.00031610,0.00028698,0.00029039,1488256428303.00,1724716799999,450860421.54802659,43969,727649646899.00,220770951.39006111,0
2024-08-27,0.00029033,0.00029608,0.00025663,0.00026083,1595037055022.00,1724803199999,448345309.84637277,48938,709196832704.00,199406532.39164464,0
2024-08-28,0.00026083,0.00027750,0.00025076,0.00026218,1791693496605.00,1724889599999,473927596.59721937,45681,869296813020.00,230222741.09107566,0
2024-08-29,0.00026244,0.00028021,0.00025911,0.00026265,1485719397930.00,1724975999999,400595706.27442312,41282,729431867825.00,196829611.04731936,0
2024-08-30,0.00026251,0.00027200,0.00025302,0.00026763,1237420926037.00,1725062399999,327182092.63986119,34492,666282412573.00,176392478.61781970,0
2024-08-31,0.00026753,0.00027132,0.00025875,0.00026208,643828057509.00,1725148799999,170369484.86795932,24628,315464719282.00,83543490.96230682,0
