asset,time,PriceUSD
btc,2022-01-01 00:00:00+00:00,47560.0093816482
btc,2022-01-02 00:00:00+00:00,47352.5577565751
btc,2022-01-03 00:00:00+00:00,46453.432351841
btc,2022-01-04 00:00:00+00:00,45905.9611221508
btc,2022-01-05 00:00:00+00:00,43530.9440388662
btc,2022-01-06 00:00:00+00:00,43144.9652928112
btc,2022-01-07 00:00:00+00:00,41512.7845808299
btc,2022-01-08 00:00:00+00:00,41799.8128848627
btc,2022-01-09 00:00:00+00:00,41886.4985569842
btc,2022-01-10 00:00:00+00:00,41816.9510561075
btc,2022-01-11 00:00:00+00:00,42768.1786116306
btc,2022-01-12 00:00:00+00:00,43961.0265441262
btc,2022-01-13 00:00:00+00:00,42626.8653924605
btc,2022-01-14 00:00:00+00:00,43102.6476180596
btc,2022-01-15 00:00:00+00:00,43206.6744812975
btc,2022-01-16 00:00:00+00:00,43168.8596671537
btc,2022-01-17 00:00:00+00:00,42211.270399474
btc,2022-01-18 00:00:00+00:00,42431.2319670368
btc,2022-01-19 00:00:00+00:00,41787.722012858
btc,2022-01-20 00:00:00+00:00,40756.1261630625
btc,2022-01-21 00:00:00+00:00,36492.2872241379
btc,2022-01-22 00:00:00+00:00,34996.390965225
btc,2022-01-23 00:00:00+00:00,36271.0502650497
btc,2022-01-24 00:00:00+00:00,36659.7252206312
btc,2022-01-25 00:00:00+00:00,36952.586773232
btc,2022-01-26 00:00:00+00:00,36825.8245993571
btc,2022-01-27 00:00:00+00:00,37021.9371332554
btc,2022-01-28 00:00:00+00:00,37768.8474836353
btc,2022-01-29 00:00:00+00:00,38088.2912279953
btc,2022-01-30 00:00:00+00:00,37983.5063845704
btc,2022-01-31 00:00:00+00:00,38462.6724029807
