asset,time,PriceUSD
btc,2020-01-01 00:00:00+00:00,7170.63186879018
btc,2020-01-02 00:00:00+00:00,6946.82526914085
btc,2020-01-03 00:00:00+00:00,7315.3093603156
btc,2020-01-04 00:00:00+00:00,7343.16419438925
btc,2020-01-05 00:00:00+00:00,7345.53069181765
btc,2020-01-06 00:00:00+00:00,7765.7977346581
btc,2020-01-07 00:00:00+00:00,8136.08684190532
btc,2020-01-08 00:00:00+00:00,8059.69952887201
btc,2020-01-09 00:00:00+00:00,7817.13609322034
btc,2020-01-10 00:00:00+00:00,8129.81791992987
btc,2020-01-11 00:00:00+00:00,8032.00549503215
btc,2020-01-12 00:00:00+00:00,8164.54999316189
btc,2020-01-13 00:00:00+00:00,8121.92566762127
btc,2020-01-14 00:00:00+00:00,8830.16787346581
btc,2020-01-15 00:00:00+00:00,8811.44820251315
btc,2020-01-16 00:00:00+00:00,8718.68699801286
btc,2020-01-17 00:00:00+00:00,8912.54190414962
btc,2020-01-18 00:00:00+00:00,8928.1807565751
btc,2020-01-19 00:00:00+00:00,8687.35483664524
btc,2020-01-20 00:00:00+00:00,8636.2587862069
btc,2020-01-21 00:00:00+00:00,8730.86756019871
btc,2020-01-22 00:00:00+00:00,8647.90047399182
btc,2020-01-23 00:00:00+00:00,8366.38461396844
btc,2020-01-24 00:00:00+00:00,8423.39095815313
btc,2020-01-25 00:00:00+00:00,8344.77456896552
btc,2020-01-26 00:00:00+00:00,8573.87480958504
btc,2020-01-27 00:00:00+00:00,8901.95928486265
btc,2020-01-28 00:00:00+00:00,9297.3883176505
btc,2020-01-29 00:00:00+00:00,9311.94754354179
btc,2020-01-30 00:00:00+00:00,9508.92096493279
btc,2020-01-31 00:00:00+00:00,9357.28478240795
