asset,time,PriceUSD
btc,2021-10-01 00:00:00+00:00,48078.1315543542
btc,2021-10-02 00:00:00+00:00,47792.4391943308
btc,2021-10-03 00:00:00+00:00,48202.6229177089
btc,2021-10-04 00:00:00+00:00,49288.5013106371
btc,2021-10-05 00:00:00+00:00,51558.0493319112
btc,2021-10-06 00:00:00+00:00,55419.800411163
btc,2021-10-07 00:00:00+00:00,53805.1569125658
btc,2021-10-08 00:00:00+00:00,53933.5275908825
btc,2021-10-09 00:00:00+00:00,55010.9224751607
btc,2021-10-10 00:00:00+00:00,54701.2797022209
btc,2021-10-11 00:00:00+00:00,57289.1864570426
btc,2021-10-12 00:00:00+00:00,56196.1812597896
btc,2021-10-13 00:00:00+00:00,57348.8928769725
btc,2021-10-14 00:00:00+00:00,57384.0369146698
btc,2021-10-15 00:00:00+00:00,61446.0840073057
btc,2021-10-16 00:00:00+00:00,60932.0632119228
btc,2021-10-17 00:00:00+00:00,61462.2223722969
btc,2021-10-18 00:00:00+00:00,61977.0575514319
btc,2021-10-19 00:00:00+00:00,64290.8977574518
btc,2021-10-20 00:00:00+00:00,66061.7965639977
btc,2021-10-21 00:00:00+00:00,62373.8856206897
btc,2021-10-22 00:00:00+00:00,60750.9673718293
btc,2021-10-23 00:00:00+00:00,61250.082628872
btc,2021-10-24 00:00:00+00:00,60865.4470523086
btc,2021-10-25 00:00:00+00:00,63031.6729015196
btc,2021-10-26 00:00:00+00:00,60393.9802738165
btc,2021-10-27 00:00:00+00:00,58563.3359899766
btc,2021-10-28 00:00:00+00:00,60564.5721122151
btc,2021-10-29 00:00:00+00:00,62230.8055689655
btc,2021-10-30 00:00:00+00:00,61742.9165321449
btc,2021-10-31 00:00:00+00:00,61432.9700628287
