asset,time,PriceUSD
btc,2021-09-01 00:00:00+00:00,48688.5375572764
btc,2021-09-02 00:00:00+00:00,49369.5862746932
btc,2021-09-03 00:00:00+00:00,49860.5341635301
btc,2021-09-04 00:00:00+00:00,49919.577563647
btc,2021-09-05 00:00:00+00:00,51747.6438565167
btc,2021-09-06 00:00:00+00:00,52640.5883740503
btc,2021-09-07 00:00:00+00:00,46854.4006028638
btc,2021-09-08 00:00:00+00:00,46187.9757306254
btc,2021-09-09 00:00:00+00:00,46448.7748290473
btc,2021-09-10 00:00:00+00:00,44765.2755762712
btc,2021-09-11 00:00:00+00:00,45098.5916447691
btc,2021-09-12 00:00:00+00:00,46180.6124563998
btc,2021-09-13 00:00:00+00:00,44991.5221277031
btc,2021-09-14 00:00:00+00:00,47022.6177597896
btc,2021-09-15 00:00:00+00:00,48167.1893676213
btc,2021-09-16 00:00:00+00:00,47797.3283237873
btc,2021-09-17 00:00:00+00:00,47213.7941294565
btc,2021-09-18 00:00:00+00:00,48204.0136519579
btc,2021-09-19 00:00:00+00:00,47218.4739964933
btc,2021-09-20 00:00:00+00:00,42855.5103448276
btc,2021-09-21 00:00:00+00:00,40526.4893760958
btc,2021-09-22 00:00:00+00:00,43577.5724821742
btc,2021-09-23 00:00:00+00:00,44861.2980329047
btc,2021-09-24 00:00:00+00:00,42803.307701052
btc,2021-09-25 00:00:00+00:00,42735.2658240795
btc,2021-09-26 00:00:00+00:00,43131.2941773816
btc,2021-09-27 00:00:00+00:00,42496.7852250146
btc,2021-09-28 00:00:00+00:00,41223.7862743425
btc,2021-09-29 00:00:00+00:00,41453.9470131502
btc,2021-09-30 00:00:00+00:00,43781.546015488
