timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2021-11-01,310.00000000,313.70000000,300.20000000,308.10000000,1209.67000000,1635811199999,371224.13900000,341,673.92000000,207887.31900000,0
2021-11-02,308.10000000,318.70000000,305.70000000,314.40000000,401.84000000,1635897599999,125306.96200000,310,285.32000000,89159.78400000,0
2021-11-03,314.00000000,326.70000000,304.70000000,312.50000000,1732.67000000,1635983999999,547099.98100000,568,882.41000000,280046.03100000,0
2021-11-04,313.20000000,316.20000000,296.60000000,304.90000000,482.93000000,1636070399999,146431.97100000,354,194.62000000,59105.14000000,0
2021-11-05,303.70000000,309.00000000,294.30000000,298.70000000,111305.75000000,1636156799999,33687107.99300000,1426,55077.36000000,16909848.91300000,0
2021-11-06,298.70000000,300.50000000,285.00000000,296.80000000,729.55000000,1636243199999,213119.13300000,235,142.79000000,41829.41800000,0
2021-11-07,295.50000000,306.40000000,295.50000000,302.10000000,483.61000000,1636329599999,146017.12100000,189,158.97000000,47876.98000000,0
2021-11-08,302.10000000,316.60000000,302.10000000,315.80000000,469.99000000,1636415999999,145208.28400000,331,341.36000000,105725.19500000,0
2021-11-09,315.20000000,361.80000000,311.90000000,337.30000000,12578.83000000,1636502399999,4312248.16000000,2109,7688.51000000,2632696.64000000,0
2021-11-10,339.60000000,358.00000000,292.90000000,318.20000000,4664.09000000,1636588799999,1560433.03200000,1166,1834.74000000,619956.99800000,0
2021-11-11,314.00000000,323.30000000,309.70000000,311.90000000,1135.38000000,1636675199999,357015.17200000,374,338.02000000,106349.98600000,0
2021-11-12,309.50000000,316.40000000,295.70000000,307.60000000,1042.85000000,1636761599999,319018.79700000,289,571.56000000,174856.57800000,0
2021-11-13,307.20000000,313.20000000,303.70000000,312.20000000,544.91000000,1636847999999,168668.31000000,201,390.61000000,121051.03400000,0
2021-11-14,312.00000000,313.50000000,303.50000000,310.00000000,148.41000000,1636934399999,45624.24100000,121,49.03000000,15064.31200000,0
2021-11-15,310.60000000,312.00000000,301.70000000,304.40000000,631.77000000,1637020799999,194213.00500000,168,328.44000000,101313.13200000,0
2021-11-16,302.90000000,302.90000000,265.20000000,285.50000000,2884.28000000,1637107199999,816628.83900000,557,1105.90000000,313036.45800000,0
2021-11-17,283.10000000,287.40000000,275.00000000,286.10000000,767.68000000,1637193599999,216542.41700000,208,436.09000000,122669.15700000,0
2021-11-18,285.80000000,289.00000000,264.30000000,272.90000000,752.81000000,1637279999999,208448.45500000,267,291.23000000,80285.99100000,0
2021-11-19,273.90000000,288.40000000,270.80000000,287.30000000,643.06000000,1637366399999,180240.66500000,268,168.17000000,47282.39900000,0
2021-11-20,288.90000000,290.80000000,279.90000000,290.00000000,290.01000000,1637452799999,82925.89900000,199,85.97000000,24650.89000000,0
2021-11-21,290.00000000,294.80000000,284.70000000,286.60000000,258.42000000,1637539199999,74795.33700000,177,174.43000000,50395.12900000,0
2021-11-22,287.30000000,287.70000000,270.00000000,275.80000000,447.62000000,1637625599999,124225.25200000,209,162.78000000,45172.88500000,0
2021-11-23,275.80000000,284.30000000,272.40000000,281.40000000,367.49000000,1637711999999,102833.65800000,191,149.28000000,42032.35100000,0
2021-11-24,281.90000000,281.90000000,268.00000000,273.70000000,387.37000000,1637798399999,105437.59000000,186,182.65000000,49623.17000000,0
2021-11-25,274.00000000,302.00000000,273.10000000,285.00000000,4852.48000000,1637884799999,1421130.85300000,904,2120.09000000,620403.28800000,0
2021-11-26,286.80000000,286.80000000,254.90000000,264.80000000,3090.27000000,1637971199999,819509.75300000,637,921.40000000,243713.02400000,0
2021-11-27,264.80000000,272.00000000,263.90000000,265.40000000,672.61000000,1638057599999,180158.91100000,210,458.02000000,122906.37300000,0
2021-11-28,265.80000000,269.70000000,254.00000000,268.90000000,509.09000000,1638143999999,133532.24500000,234,140.53000000,36762.44100000,0
2021-11-29,270.00000000,276.40000000,266.50000000,273.50000000,833.11000000,1638230399999,225758.17100000,216,427.09000000,116035.44800000,0
2021-11-30,273.50000000,282.10000000,265.40000000,274.30000000,41044.76000000,1638316799999,11354490.94800000,1127,18809.16000000,5271166.72500000,0
